Position,album,artist
1,UY Scuti,Olamide
2,A True Champion,Rexxie
3,Made in Lagos,Wizkid
4,APOLLO,Fireboy DML
5,Somewhere Between Beauty & Magic,Joeboy
6,WONDALAND,Teni
7,Carpe Diem,Olamide
8,High Tension EP,Bella Shmurda
9,Rema Compilation,Rema
10,The Golden Boy,KiDi
11,What Have We Done,Omah Lay
12,A Better Time,Davido
13,Twice As Tall,Burna Boy
14,Just Cause Y'all Waited 2 (Deluxe),Lil Durk
15,Just Cause Y’all Waited 2,Lil Durk
16,THE GOAT,Polo G
17,SoulFly,Rod Wave
18,Get Layd,Omah Lay
19,Please Excuse Me for Being Antisocial,Roddy Ricch
20,"Laughter, Tears & Goosebumps",Fireboy DML
21,Rum & Boogie,Peruzzi
22,Man Of Galilee,Judikay
23,Chrome Eccentric Ep,Zinoleesky
24,Sex Over Love,Blaqbonez
25,Gratitude,Timaya
26,LIGHT (The EP),MohBad
27,Simisola,Simi
28,Afro Pop Vol. 1,Adekunle Gold
29,Off The Yak,Young M.A
30,Boo of the Booless,Chiké
31,I'll Say It For You,Dax
32,High Off Life,Future
33,LV N ATTN,Lojay & Sarz
34,NEW ERA,Kiss Daniel
35,TOP PRIZE,ALKALINE
36,Welcome to O'Block,King Von
37,Boyfriend,CKay
38,Twelve A.M,Crayon
39,Love & Light,Joeboy
40,Space and Time,Justine Skye
41,Cultural Praise,Kcee & Okwesili Eze Group
42,Razor,Cheque
43,Superstar,Wizkid
44,Hot Pink,Doja Cat
45,King Of Love,Kizz Daniel
46,...Shall We Begin...,Laycon
47,For Broken Ears,Tems
48,Shottaz 4Eva,MO3
49,Shiesty Season,Pooh Shiesty
50,A Good Time,Davido
51,Omo Charlie Champagne Vol1,Simi
52,Three,Patoranking
53,Culture,Migos
54,Simisola (Deluxe),Simi
55,Ghetto Gospel,Rod Wave
56,Bad Commando,Rema
57,Top,YoungBoy Never Broke Again
58,Just Cause Y'all Waited,Lil Durk
59,My Letter To You Riddim,Various Artists
60,The Cross: My Gaze,Mercy Chinwo
61,Hakuna Matata,Dotman
62,Shiesty Season - Spring Deluxe,Pooh Shiesty
63,Soundgod Fest Vol.1,Runtown
64,Pray 4 Love,Rod Wave
65,TattleTales,6ix9ine
66,Herstory in the Making,Young M.A
67,Twice As Tall,Burna Boy
68,Know You,Ladipoe
69,Billionaire,Teni
70,SAVAGE MODE II,21 Savage & Metro Boomin
71,Love Songs 4 The Streets 2,Lil Durk
72,Pluto x Baby Pluto,Future & Lil Uzi Vert
73,OXYGENE,Oxlade
74,Wild West,Central Cee
75,Happy Birthday Kodak,Kodak Black
76,TIME,Yaw Tog
77,SATISFIED,Mercy Chinwo
78,Deal with It,Phyno
79,Lil Durk Presents: Loyal Bros,Only The Family
80,Haitian Boy Kodak,Kodak Black
81,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
82,Chulo Vibes,Timaya
83,Hoodie SZN,A Boogie Wit Da Hoodie
84,The Message,Minister GUC
85,On God II,Big Yavo
86,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
87,PTSD,Rod Wave
88,LOL (Lord of Lamba),Naira Marley
89,SoundGod Fest Reloaded,Runtown
90,Good News,Megan Thee Stallion
91,Something Else,Mr Eazi
92,7,Lil Nas X
93,The Prince I Became,Ric Hassani
94,Levon James,King Von
95,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
96,Nicotine,Trevor Daniel
97,Realms,Wande Coal
98,PINK PLANET,Pink Sweat$
99,Pray 4 Love (Deluxe),Rod Wave
100,6locc 6a6y,Lil Loaded
101,Mixed Emotions,Luh Kel
102,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
103,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again
104,So Much Fun,Young Thug
105,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)"
106,Rema Freestyle EP,Rema
107,Alagbe,Qdot
108,I Love Girls With Trobul,Sarz X WurlD
109,T R A P S O U L (Deluxe),Bryson Tiller
110,The Beauty of Becoming,Rotimi
111,Trap Symphony EP,Roddy Ricch
112,L.O.V.E.,Luh Kel
113,What Have We Done,Omah Lay
114,Ice Daddy,Gucci Mane
115,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
116,S.C.A.M,G4 Boyz
117,ZaZa Vibes,L.A.X
118,Taste EP,Nandy
119,23 Is Back,JayDaYoungan
