Position,album,artist
1,UY Scuti,Olamide
2,High Tension 2.0,Dangbana Republik & Bella Shmurda
3,High Tension EP,Bella Shmurda
4,Somewhere Between Beauty & Magic,Joeboy
5,WONDALAND,Teni
6,Made in Lagos,Wizkid
7,APOLLO,Fireboy DML
8,Carpe Diem,Olamide
9,A True Champion,Rexxie
10,Twice As Tall,Burna Boy
11,Rema Compilation,Rema
12,THE GOAT,Polo G
13,A Better Time,Davido
14,What Have We Done,Omah Lay
15,Get Layd,Omah Lay
16,"Laughter, Tears & Goosebumps",Fireboy DML
17,LIGHT (The EP),MohBad
18,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers
19,Please Excuse Me for Being Antisocial,Roddy Ricch
20,Chrome Eccentric Ep,Zinoleesky
21,Sex Over Love,Blaqbonez
22,High Off Life,Future
23,Moon Boy,Yung Bleu
24,Afro Pop Vol. 1,Adekunle Gold
25,Gratitude,Timaya
26,Rum & Boogie,Peruzzi
27,TOP MEMBA,Kida Kudz
28,Simisola,Simi
29,Welcome to O'Block,King Von
30,I'll Say It For You,Dax
31,Man Of Galilee,Judikay
32,Life of Betrayal 2x,Yungeen Ace
33,LV N ATTN,Lojay & Sarz
34,NEW ERA,Kiss Daniel
35,Razor,Cheque
36,Boo of the Booless,Chiké
37,Off The Yak,Young M.A
38,Boyfriend,CKay
39,Twelve A.M,Crayon
40,Love & Light,Joeboy
41,Simisola (Deluxe),Simi
42,King Of Love,Kizz Daniel
43,Bad Commando,Rema
44,The Golden Boy,KiDi
45,Hot Pink,Doja Cat
46,TOP PRIZE,ALKALINE
47,Shottaz 4Eva,MO3
48,Cultural Praise,Kcee & Okwesili Eze Group
49,For Broken Ears,Tems
50,A Good Time,Davido
51,7,Lil Nas X
52,Omo Charlie Champagne Vol1,Simi
53,Top,YoungBoy Never Broke Again
54,TattleTales,6ix9ine
55,Shiesty Season,Pooh Shiesty
56,Culture,Migos
57,SAVAGE MODE II,21 Savage & Metro Boomin
58,The Cross: My Gaze,Mercy Chinwo
59,Superstar,Wizkid
60,Twice As Tall,Burna Boy
61,Three,Patoranking
62,...Shall We Begin...,Laycon
63,Soundgod Fest Vol.1,Runtown
64,Hakuna Matata,Dotman
65,Hoodie SZN,A Boogie Wit Da Hoodie
66,OXYGENE,Oxlade
67,Lil Durk Presents: Loyal Bros,Only The Family
68,4 AM,BJ The Chicago Kid
69,Haitian Boy Kodak,Kodak Black
70,Billionaire,Teni
71,SATISFIED,Mercy Chinwo
72,The Message,Minister GUC
73,TIME,Yaw Tog
74,Alagbe,Qdot
75,Deal with It,Phyno
76,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
77,Herstory in the Making,Young M.A
78,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
79,Trap Symphony EP,Roddy Ricch
80,LOL (Lord of Lamba),Naira Marley
81,Happy Birthday Kodak,Kodak Black
82,Something Else,Mr Eazi
83,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
84,So Much Fun,Young Thug
85,Chulo Vibes,Timaya
86,Know You,Ladipoe
87,Rema Freestyle EP,Rema
88,Good News,Megan Thee Stallion
89,SoundGod Fest Reloaded,Runtown
90,ZaZa Vibes,L.A.X
91,Realms,Wande Coal
92,IT’S REMBLE,Remble
93,What Have We Done,Omah Lay
94,Wild West,Central Cee
95,Pluto x Baby Pluto,Future & Lil Uzi Vert
96,PINK PLANET,Pink Sweat$
97,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again
98,Mixed Emotions,Luh Kel
99,Masta Groove,Masterkraft
100,S.C.A.M,G4 Boyz
101,PTSD,G Herbo
102,Nicotine,Trevor Daniel
103,On God II,Big Yavo
104,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
105,Off The Record,Reekado Banks
106,I Love Girls With Trobul,Sarz X WurlD
107,Viral Infection 1.0,Ayanfe Viral
108,T R A P S O U L (Deluxe),Bryson Tiller
109,Trench Baby (Deluxe Edition),Lil Zay Osama
110,The Prodigal,Mr. P
111,The Prince I Became,Ric Hassani
112,Levon James,King Von
113,The Palmwine Express,Show Dem Camp
114,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
115,The Backend Child,NoCap
116,L.O.V.E. (Deluxe),Luh Kel
117,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
118,Greatest Lord,SINACH
119,The Idea Of Her,Ali Gatie
120,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
121,Honorable,Hotkid
122,Afrodisíaco,Rauw Alejandro
123,RESTLESS II,Simi
124,Homesick,Trevor Daniel
125,Blackstar,Kelvyn Boy
126,Yabasi,Basketmouth
127,Trench Baby,Lil Zay Osama
128,The Beauty of Becoming,Rotimi
129,L.O.V.E.,Luh Kel
130,My Letter To You Riddim,Various Artists
131,CITIZEN OF THE WORLD,King Perryy
132,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)"
133,WUNNA,Gunna
134,Top Shotta,NLE Choppa
135,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats
136,Aje (The Mixtape),Jaywon
137,Too Late Too Lit,KDDO
138,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu
139,Wildboy,Calboy
140,We All Shine,YNW Melly
141,!,Trippie Redd
142,RoadToCDK,Zlatan
143,Jackboy,Jackboy
144,"Grandson, Vol. 1",King Von
145,Ecstasy,Lil Kesh
146,Seed,Gyakie
147,Anloga Junction,Stonebwoy
148,Roots,NSG
149,Space and Time,Justine Skye
150,CTV3: Cool Tape Vol. 3,Jaden
151,PERFECT PICTURE,Dremo
152,Silent Battles (Deluxe),Joony
153,Still Taking Risks,Quando Rondo
154,Amazing Grace,MEDIKAL
155,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
156,Rora,Reekado Banks
157,Bittersweet,Aramide
158,Cray Cray,Crayon
159,Dum and Dummer 2,Young Dolph & Key Glock
160,A Boy From Tandale,Diamond Platnumz
161,Future Hndrxx Presents: The WIZRD,Future
162,Empress,Yemi Alade
163,The Mayor of Lagos,Mayorkun
164,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More"
165,Drip Or Drown 2,Gunna
166,Heart Break Kodak (HBK),Kodak Black
167,Living In History,Jackboy
168,Kommunity Service,YG & Mozzy
169,Too Deep For Tears,OMB Peezy
170,USEE4YOURSELF,IDK
