rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,UY Scuti,Olamide,1,1,1,1,1,1,1,1.0
2,A True Champion,Rexxie,3,3,3,3,2,2,3,2.7142857142857144
3,Somewhere Between Beauty & Magic,Joeboy,4,4,4,4,3,6,5,4.285714285714286
4,High Tension EP,Bella Shmurda,5,5,5,7,4,3,4,4.714285714285714
5,Life of Betrayal 2x,Yungeen Ace,2,2,2,2,5,10,16,5.571428571428571
6,WONDALAND,Teni,7,7,7,9,7,4,7,6.857142857142857
7,APOLLO,Fireboy DML,6,6,6,8,9,5,10,7.142857142857143
8,Carpe Diem,Olamide,8,8,8,5,8,7,6,7.142857142857143
9,Made in Lagos,Wizkid,9,9,9,6,6,8,8,7.857142857142857
10,Twice As Tall,Burna Boy,10,10,10,10,12,9,11,10.285714285714286
11,What Have We Done,Omah Lay,12,12,12,11,10,11,9,11.0
12,Rema Compilation,Rema,11,11,11,13,11,13,12,11.714285714285714
13,THE GOAT,Polo G,13,13,13,12,14,12,15,13.142857142857142
14,A Better Time,Davido,15,15,15,14,13,14,14,14.285714285714286
15,"Laughter, Tears & Goosebumps",Fireboy DML,14,14,14,19,19,15,17,16.0
16,Get Layd,Omah Lay,19,19,19,16,15,16,13,16.714285714285715
17,Sex Over Love,Blaqbonez,18,18,18,20,16,17,18,17.857142857142858
18,Please Excuse Me for Being Antisocial,Roddy Ricch,21,21,21,15,17,19,20,19.142857142857142
19,Rum & Boogie,Peruzzi,20,20,20,21,31,24,19,22.142857142857142
20,Chrome Eccentric Ep,Zinoleesky,23,23,23,22,29,18,21,22.714285714285715
21,Man Of Galilee,Judikay,26,26,26,23,33,22,24,25.714285714285715
22,High Off Life,Future,29,29,29,24,35,21,23,27.142857142857142
23,LIGHT (The EP),MohBad,28,28,28,27,32,27,22,27.428571428571427
24,The Golden Boy,KiDi,24,24,24,25,40,23,34,27.714285714285715
25,Gratitude,Timaya,25,25,25,29,34,30,26,27.714285714285715
26,Masta Groove,Masterkraft,27,27,27,17,30,33,36,28.142857142857142
27,Simisola,Simi,30,30,30,30,41,29,28,31.142857142857142
28,Afro Pop Vol. 1,Adekunle Gold,33,33,33,32,36,28,27,31.714285714285715
29,LV N ATTN,Lojay & Sarz,37,37,37,31,37,25,25,32.714285714285715
30,Boyfriend,CKay,32,32,32,36,44,26,30,33.142857142857146
31,TOP PRIZE,ALKALINE,36,36,36,28,38,34,32,34.285714285714285
32,Welcome to O'Block,King Von,31,31,31,33,39,31,47,34.714285714285715
33,Twelve A.M,Crayon,34,34,34,26,47,32,38,35.0
34,I'll Say It For You,Dax,35,35,35,34,50,36,31,36.57142857142857
35,Boo of the Booless,Chiké,39,39,39,41,42,38,33,38.714285714285715
36,NEW ERA,Kiss Daniel,41,41,41,38,45,39,29,39.142857142857146
37,Love & Light,Joeboy,38,38,38,39,43,40,39,39.285714285714285
38,Razor,Cheque,43,43,43,35,48,37,37,40.857142857142854
39,Off The Yak,Young M.A,42,42,42,37,46,42,40,41.57142857142857
40,Shottaz 4Eva,MO3,40,40,40,44,54,43,50,44.42857142857143
41,Simisola (Deluxe),Simi,45,45,45,40,52,57,35,45.57142857142857
42,Superstar,Wizkid,48,48,48,43,53,44,45,47.0
43,King Of Love,Kizz Daniel,50,50,50,46,49,35,49,47.0
44,For Broken Ears,Tems,44,44,44,42,56,45,57,47.42857142857143
45,...Shall We Begin...,Laycon,47,47,47,52,51,46,56,49.42857142857143
46,Bad Commando,Rema,51,51,51,50,57,47,48,50.714285714285715
47,Culture,Migos,52,52,52,45,55,48,54,51.142857142857146
48,Three,Patoranking,54,54,54,47,60,41,52,51.714285714285715
49,Top,YoungBoy Never Broke Again,46,46,46,48,85,51,43,52.142857142857146
50,Omo Charlie Champagne Vol1,Simi,55,55,55,55,58,49,42,52.714285714285715
51,A Good Time,Davido,53,53,53,54,63,52,51,54.142857142857146
52,Cultural Praise,Kcee & Okwesili Eze Group,60,60,60,49,59,58,46,56.0
53,Hot Pink,Doja Cat,56,56,56,64,74,56,44,58.0
54,Soundgod Fest Vol.1,Runtown,64,64,64,51,61,50,55,58.42857142857143
55,Haitian Boy Kodak,Kodak Black,61,61,61,63,72,61,59,62.57142857142857
56,Shiesty Season,Pooh Shiesty,49,49,49,65,77,66,93,64.0
57,The Cross: My Gaze,Mercy Chinwo,71,71,71,66,66,54,53,64.57142857142857
58,TattleTales,6ix9ine,69,69,69,57,62,67,62,65.0
59,My Letter To You Riddim,Various Artists,57,57,57,67,82,68,69,65.28571428571429
60,Herstory in the Making,Young M.A,70,70,70,59,65,72,63,67.0
61,The Message,Minister GUC,65,65,65,60,75,64,81,67.85714285714286
62,SAVAGE MODE II,21 Savage & Metro Boomin,62,62,62,79,69,71,71,68.0
63,Know You,Ladipoe,74,74,74,61,81,59,65,69.71428571428571
64,Billionaire,Teni,73,73,73,62,80,60,70,70.14285714285714
65,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna",58,58,58,68,86,85,83,70.85714285714286
66,Chulo Vibes,Timaya,66,66,66,81,70,70,79,71.14285714285714
67,Deal with It,Phyno,77,77,77,69,79,65,67,73.0
68,Hakuna Matata,Dotman,86,86,86,53,91,55,58,73.57142857142857
69,Lil Durk Presents: Loyal Bros,Only The Family,76,76,76,86,71,69,64,74.0
70,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,63,63,63,80,88,82,80,74.14285714285714
71,OXYGENE,Oxlade,78,78,78,72,84,53,88,75.85714285714286
72,TIME,Yaw Tog,75,75,75,85,90,62,77,77.0
73,Happy Birthday Kodak,Kodak Black,72,72,72,70,104,81,74,77.85714285714286
74,SATISFIED,Mercy Chinwo,84,84,84,76,78,75,72,79.0
75,Wild West,Central Cee,82,82,82,82,83,78,87,82.28571428571429
76,Pluto x Baby Pluto,Future & Lil Uzi Vert,90,90,90,96,89,74,61,84.28571428571429
77,Hoodie SZN,A Boogie Wit Da Hoodie,85,85,85,73,94,99,73,84.85714285714286
78,SoundGod Fest Reloaded,Runtown,97,97,97,71,97,73,84,88.0
79,7,Lil Nas X,91,91,91,103,76,103,68,89.0
80,Something Else,Mr Eazi,83,83,83,90,118,84,82,89.0
81,LOL (Lord of Lamba),Naira Marley,96,96,96,78,101,80,85,90.28571428571429
82,On God II,Big Yavo,80,80,80,93,87,98,115,90.42857142857143
83,PTSD,Rod Wave,88,88,88,88,95,92,98,91.0
84,Alagbe,Qdot,94,94,94,95,102,83,78,91.42857142857143
85,Levon James,King Von,87,87,87,105,93,89,95,91.85714285714286
86,PINK PLANET,Pink Sweat$,89,89,89,94,92,91,104,92.57142857142857
