Position,album,artist
1,UY Scuti,Olamide
2,Made in Lagos,Wizkid
3,High Tension 2.0,Dangbana Republik & Bella Shmurda
4,High Tension EP,Bella Shmurda
5,Carpe Diem,Olamide
6,WONDALAND,Teni
7,APOLLO,Fireboy DML
8,Nothing To Prove,Victor AD
9,What Have We Done,Omah Lay
10,19 & Dangerous,Ayra Starr
11,Somewhere Between Beauty & Magic,Joeboy
12,A True Champion,Rexxie
13,A Better Time,Davido
14,THE GOAT,Polo G
15,Twice As Tall,Burna Boy
16,Rema Compilation,Rema
17,Get Layd,Omah Lay
18,LIGHT (The EP),MohBad
19,NEW ERA,Kiss Daniel
20,No Pressure,Sarkodie
21,"Laughter, Tears & Goosebumps",Fireboy DML
22,Chrome Eccentric Ep,Zinoleesky
23,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers
24,Queendoncom,Yemi Alade
25,Please Excuse Me for Being Antisocial,Roddy Ricch
26,Rum & Boogie,Peruzzi
27,Man Of Galilee,Judikay
28,High Off Life,Future
29,Simisola,Simi
30,King Of Love,Kizz Daniel
31,Gratitude,Timaya
32,Afro Pop Vol. 1,Adekunle Gold
33,Life of Betrayal 2x,Yungeen Ace
34,Superstar,Wizkid
35,Sex Over Love,Blaqbonez
36,LV N ATTN,Lojay & Sarz
37,The Golden Boy,KiDi
38,TOP PRIZE,ALKALINE
39,Rudykillus,Rudeboy
40,Twelve A.M,Crayon
41,I'll Say It For You,Dax
42,Love & Light,Joeboy
43,For Broken Ears,Tems
44,Welcome to O'Block,King Von
45,Shottaz 4Eva,MO3
46,Boo of the Booless,Chiké
47,Razor,Cheque
48,Simisola (Deluxe),Simi
49,The Cross: My Gaze,Mercy Chinwo
50,Hot Pink,Doja Cat
51,The Message,Minister GUC
52,Cultural Praise,Kcee & Okwesili Eze Group
53,Boyfriend,CKay
54,Three,Patoranking
55,Soundgod Fest Vol.1,Runtown
56,Bad Commando,Rema
57,Off The Yak,Young M.A
58,TattleTales,6ix9ine
59,Top,YoungBoy Never Broke Again
60,Culture,Migos
61,A Good Time,Davido
62,SATISFIED,Mercy Chinwo
63,Dead roses  chronicles2,Corizo
64,OXYGENE,Oxlade
65,Shiesty Season,Pooh Shiesty
66,...Shall We Begin...,Laycon
67,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
68,Omo Charlie Champagne Vol1,Simi
69,Deal with It,Phyno
70,Moon Boy,Yung Bleu
71,Hakuna Matata,Dotman
72,7,Lil Nas X
73,Haitian Boy Kodak,Kodak Black
74,SAVAGE MODE II,21 Savage & Metro Boomin
75,My Letter To You Riddim,Various Artists
76,Herstory in the Making,Young M.A
77,Twice As Tall,Burna Boy
78,LOL (Lord of Lamba),Naira Marley
79,Know You,Ladipoe
80,Billionaire,Teni
81,Chulo Vibes,Timaya
82,Hoodie SZN,A Boogie Wit Da Hoodie
83,TOP MEMBA,Kida Kudz
84,Love Deep High Life,Omawumi
85,Trap Symphony EP,Roddy Ricch
86,Lil Durk Presents: Loyal Bros,Only The Family
87,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE
88,Dark Times,Victony
89,Happy Birthday Kodak,Kodak Black
90,Masta Groove,Masterkraft
91,I Love Girls With Trobul,Sarz X WurlD
92,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again
93,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
94,Pluto x Baby Pluto,Future & Lil Uzi Vert
95,Realms,Wande Coal
96,L.O.V.E.,Luh Kel
97,TIME,Yaw Tog
98,Off The Record,Reekado Banks
99,Itheep,Moelogo
100,Wild West,Central Cee
101,On God II,Big Yavo
102,SoundGod Fest Reloaded,Runtown
103,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
104,Viral Infection 1.0,Ayanfe Viral
105,Levon James,King Von
106,ZaZa Vibes,L.A.X
107,L.O.V.E. (Deluxe),Luh Kel
108,Something Else,Mr Eazi
109,Alagbe,Qdot
110,PTSD,G Herbo
111,The Prince I Became,Ric Hassani
112,The Beauty of Becoming,Rotimi
113,Top Shotta,NLE Choppa
114,So Much Fun,Young Thug
115,PINK PLANET,Pink Sweat$
116,Yabasi,Basketmouth
117,What Have We Done,Omah Lay
118,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
119,Shiesty Season - Spring Deluxe,Pooh Shiesty
120,Born Fi Dis (Prelude),Vybz Kartel
121,The Backend Child,NoCap
122,Rema Freestyle EP,Rema
123,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
124,Mixed Emotions,Luh Kel
125,Roots,NSG
126,Jackboy,Jackboy
127,WUNNA,Gunna
128,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
129,T R A P S O U L (Deluxe),Bryson Tiller
130,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats
131,Greatest Lord,SINACH
132,The Prodigal,Mr. P
133,Trench Baby (Deluxe Edition),Lil Zay Osama
134,"Grandson, Vol. 1",King Von
135,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
136,The Palmwine Express,Show Dem Camp
137,We All Shine,YNW Melly
138,Trap Symphony EP,Burna Boy
139,Afrodisíaco,Rauw Alejandro
140,Trench Baby,Lil Zay Osama
141,A Boy From Tandale,Diamond Platnumz
142,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
143,Seed,Gyakie
144,Loyalty Over Royalty (Deluxe),CJ
145,6locc 6a6y,Lil Loaded
146,RESTLESS II,Simi
147,Dum and Dummer 2,Young Dolph & Key Glock
148,God Is King,Kimali Smith
149,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
150,Lost Child,NUSKI2SQUAD
151,S.C.A.M,G4 Boyz
152,Black Love,Sarkodie
153,Anloga Junction,Stonebwoy
154,Heat Of The Moment,Tink
155,Only The Generals Part II,Kevin Gates
156,RoadToCDK,Zlatan
157,CTV3: Cool Tape Vol. 3,Jaden
158,Honorable,Hotkid
159,CITIZEN OF THE WORLD,King Perryy
160,Rora,Reekado Banks
161,Misunderstood,JayDaYoungan
162,Ecstasy,Lil Kesh
163,The Idea Of Her,Ali Gatie
164,Big Grim Reaper,Big Scarr
165,Kairos,Steve Crown
166,The Mayor of Lagos,Mayorkun
167,Living In History,Jackboy
168,Afro Series,Terri
169,Kut Da Fan On,HOTBOII
170,Empress,Yemi Alade
171,The House Is Burning,Isaiah Rashad
172,YOU,Ali Gatie
173,Taste EP,Nandy
174,Aje (The Mixtape),Jaywon
175,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More"
