Position,album,artist
1,UY Scuti,Olamide
2,High Tension 2.0,Dangbana Republik & Bella Shmurda
3,Made in Lagos,Wizkid
4,WONDALAND,Teni
5,High Tension EP,Bella Shmurda
6,A True Champion,Rexxie
7,Somewhere Between Beauty & Magic,Joeboy
8,APOLLO,Fireboy DML
9,Carpe Diem,Olamide
10,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers
11,Twice As Tall,Burna Boy
12,Rema Compilation,Rema
13,A Better Time,Davido
14,What Have We Done,Omah Lay
15,THE GOAT,Polo G
16,"Laughter, Tears & Goosebumps",Fireboy DML
17,Get Layd,Omah Lay
18,LIGHT (The EP),MohBad
19,TOP MEMBA,Kida Kudz
20,Please Excuse Me for Being Antisocial,Roddy Ricch
21,Moon Boy,Yung Bleu
22,Man Of Galilee,Judikay
23,Chrome Eccentric Ep,Zinoleesky
24,Sex Over Love,Blaqbonez
25,Life of Betrayal 2x,Yungeen Ace
26,LV N ATTN,Lojay & Sarz
27,Afro Pop Vol. 1,Adekunle Gold
28,High Off Life,Future
29,The Golden Boy,KiDi
30,Gratitude,Timaya
31,Simisola,Simi
32,Rum & Boogie,Peruzzi
33,Welcome to O'Block,King Von
34,I'll Say It For You,Dax
35,Love & Light,Joeboy
36,Razor,Cheque
37,Off The Yak,Young M.A
38,Three,Patoranking
39,Twelve A.M,Crayon
40,TOP PRIZE,ALKALINE
41,Cultural Praise,Kcee & Okwesili Eze Group
42,NEW ERA,Kiss Daniel
43,Shottaz 4Eva,MO3
44,Boo of the Booless,Chiké
45,A Good Time,Davido
46,King Of Love,Kizz Daniel
47,Boyfriend,CKay
48,Simisola (Deluxe),Simi
49,Bad Commando,Rema
50,Culture,Migos
51,Hot Pink,Doja Cat
52,Soundgod Fest Vol.1,Runtown
53,Superstar,Wizkid
54,For Broken Ears,Tems
55,SAVAGE MODE II,21 Savage & Metro Boomin
56,Top,YoungBoy Never Broke Again
57,The Cross: My Gaze,Mercy Chinwo
58,Omo Charlie Champagne Vol1,Simi
59,The Message,Minister GUC
60,...Shall We Begin...,Laycon
61,7,Lil Nas X
62,SATISFIED,Mercy Chinwo
63,Know You,Ladipoe
64,OXYGENE,Oxlade
65,Hoodie SZN,A Boogie Wit Da Hoodie
66,Lil Durk Presents: Loyal Bros,Only The Family
67,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
68,Deal with It,Phyno
69,TIME,Yaw Tog
70,Billionaire,Teni
71,Haitian Boy Kodak,Kodak Black
72,Something Else,Mr Eazi
73,TattleTales,6ix9ine
74,Herstory in the Making,Young M.A
75,Realms,Wande Coal
76,Pluto x Baby Pluto,Future & Lil Uzi Vert
77,Chulo Vibes,Timaya
78,Twice As Tall,Burna Boy
79,Happy Birthday Kodak,Kodak Black
80,Wild West,Central Cee
81,SoundGod Fest Reloaded,Runtown
82,What Have We Done,Omah Lay
83,LOL (Lord of Lamba),Naira Marley
84,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
85,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again
86,Trap Symphony EP,Roddy Ricch
87,Big Grim Reaper,Big Scarr
88,So Much Fun,Young Thug
89,Hakuna Matata,Dotman
90,The Prince I Became,Ric Hassani
91,Masta Groove,Masterkraft
92,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
93,Shiesty Season,Pooh Shiesty
94,Alagbe,Qdot
95,Off The Record,Reekado Banks
96,L.O.V.E. (Deluxe),Luh Kel
97,IT’S REMBLE,Remble
98,Viral Infection 1.0,Ayanfe Viral
99,ZaZa Vibes,L.A.X
100,The Prodigal,Mr. P
101,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
102,Shiesty Season - Spring Deluxe,Pooh Shiesty
103,Mixed Emotions,Luh Kel
104,S.C.A.M,G4 Boyz
105,I Love Girls With Trobul,Sarz X WurlD
106,Rema Freestyle EP,Rema
107,Levon James,King Von
108,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
109,T R A P S O U L (Deluxe),Bryson Tiller
110,PINK PLANET,Pink Sweat$
111,The Palmwine Express,Show Dem Camp
112,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
113,The Beauty of Becoming,Rotimi
114,Trench Baby,Lil Zay Osama
115,PTSD,G Herbo
116,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
117,Amazing Grace,MEDIKAL
118,Jackboy,Jackboy
119,Good News,Megan Thee Stallion
120,On God II,Big Yavo
121,Too Late Too Lit,KDDO
122,Nicotine,Trevor Daniel
123,The Idea Of Her,Ali Gatie
124,Clone Wars Vol. 5 - The Algorhythm,Show Dem Camp
125,Homesick,Trevor Daniel
126,The Backend Child,NoCap
127,A Boy From Tandale,Diamond Platnumz
128,YOU,Ali Gatie
129,My Letter To You Riddim,Various Artists
130,Greatest Lord,SINACH
131,Honorable,Hotkid
132,Roots,NSG
133,RoadToCDK,Zlatan
134,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu
135,Kommunity Service,YG & Mozzy
136,Dum and Dummer 2,Young Dolph & Key Glock
137,Taste EP,Nandy
138,RESTLESS II,Simi
139,CITIZEN OF THE WORLD,King Perryy
140,WUNNA,Gunna
141,Legendary,Tyga
142,Anloga Junction,Stonebwoy
143,Blackstar,Kelvyn Boy
144,Trench Baby (Deluxe Edition),Lil Zay Osama
145,Aje (The Mixtape),Jaywon
146,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
147,23 Is Back,JayDaYoungan
148,38 Baby 2,YoungBoy Never Broke Again
149,With Love 2,Phora
150,Hip Hop|Trap|Rap Instrumentals Certified 2020 TYPE BEATS,Ryzy.A  Beats
151,Yabasi,Basketmouth
152,Rora,Reekado Banks
153,The African Gentleman (Deluxe Version),Ric Hassani
154,Seed,Gyakie
155,OSAMA,MO3
156,Artist 2.0,A Boogie Wit da Hoodie
157,4 AM,BJ The Chicago Kid
158,L.O.V.E.,Luh Kel
159,PERFECT PICTURE,Dremo
160,Empress,Yemi Alade
161,The Mayor of Lagos,Mayorkun
162,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)"
163,"Grandson, Vol. 1",King Von
164,Cray Cray,Crayon
165,Living In History,Jackboy
166,Ecstasy,Lil Kesh
167,STORY TELLER- EP,KOLABOY
168,Bittersweet,Aramide
169,Outside,Burna Boy
170,Space and Time,Justine Skye
171,Heaven Or Hell,Don Toliver
172,RETURN OF OKOMFO ANOKYE,Jay Bahd
173,Afrostreets Vol 1,Rexxie
174,Future Hndrxx Presents: The WIZRD,Future
