Position,album,artist
1,UY Scuti,Olamide
2,19 & Dangerous,Ayra Starr
3,High Tension 2.0,Dangbana Republik & Bella Shmurda
4,Eclipse,Troniq Music & Oxlade
5,Made in Lagos,Wizkid
6,High Tension EP,Bella Shmurda
7,APOLLO,Fireboy DML
8,Nothing To Prove,Victor AD
9,WONDALAND,Teni
10,Somewhere Between Beauty & Magic,Joeboy
11,Twice As Tall,Burna Boy
12,Carpe Diem,Olamide
13,What Have We Done,Omah Lay
14,Rema Compilation,Rema
15,Water & Garri,Tiwa Savage
16,THE GOAT,Polo G
17,Get Layd,Omah Lay
18,"Laughter, Tears & Goosebumps",Fireboy DML
19,A Better Time,Davido
20,Zero Panic,Balloranking
21,A True Champion,Rexxie
22,LIGHT (The EP),MohBad
23,No Pressure,Sarkodie
24,NEW ERA,Kiss Daniel
25,Please Excuse Me for Being Antisocial,Roddy Ricch
26,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers
27,Chrome Eccentric Ep,Zinoleesky
28,Man Of Galilee,Judikay
29,King Of Love,Kizz Daniel
30,High Off Life,Future
31,Afro Pop Vol. 1,Adekunle Gold
32,Rum & Boogie,Peruzzi
33,Welcome to O'Block,King Von
34,Simisola,Simi
35,Gratitude,Timaya
36,I'll Say It For You,Dax
37,Sex Over Love,Blaqbonez
38,Shottaz 4Eva,MO3
39,The Golden Boy,KiDi
40,Life of Betrayal 2x,Yungeen Ace
41,LV N ATTN,Lojay & Sarz
42,Just A Matter of Slime,YNW Melly
43,One In A Million,Aaliyah
44,Boyfriend,CKay
45,Off The Yak,Young M.A
46,Superstar,Wizkid
47,Simisola (Deluxe),Simi
48,Soundgod Fest Vol.1,Runtown
49,Love & Light,Joeboy
50,The Cross: My Gaze,Mercy Chinwo
51,Boo of the Booless,Chiké
52,Razor,Cheque
53,TOP PRIZE,ALKALINE
54,Top,YoungBoy Never Broke Again
55,Rudykillus,Rudeboy
56,Culture,Migos
57,Bad Commando,Rema
58,Queendoncom,Yemi Alade
59,For Broken Ears,Tems
60,Twelve A.M,Crayon
61,Cultural Praise,Kcee & Okwesili Eze Group
62,A Good Time,Davido
63,Shiesty Season,Pooh Shiesty
64,TattleTales,6ix9ine
65,Omo Charlie Champagne Vol1,Simi
66,Hot Pink,Doja Cat
67,The Message,Minister GUC
68,7,Lil Nas X
69,Three,Patoranking
70,Dead roses  chronicles2,Corizo
71,Hakuna Matata,Dotman
72,OXYGENE,Oxlade
73,SATISFIED,Mercy Chinwo
74,Lil Durk Presents: Loyal Bros,Only The Family
75,Shiesty Season - Spring Deluxe,Pooh Shiesty
76,Moon Boy,Yung Bleu
77,Herstory in the Making,Young M.A
78,...Shall We Begin...,Laycon
79,New Season,Chidinma
80,SAVAGE MODE II,21 Savage & Metro Boomin
81,Twice As Tall,Burna Boy
82,Hoodie SZN,A Boogie Wit Da Hoodie
83,Haitian Boy Kodak,Kodak Black
84,Billionaire,Teni
85,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE
86,"Scorpion, Vol. 2",Jizzle
87,Chulo Vibes,Timaya
88,Pluto x Baby Pluto,Future & Lil Uzi Vert
89,TIME,Yaw Tog
90,LOL (Lord of Lamba),Naira Marley
91,Mixed Emotions,Luh Kel
92,So Much Fun,Young Thug
93,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
94,Deal with It,Phyno
95,Happy Birthday Kodak,Kodak Black
96,TOP MEMBA,Kida Kudz
97,PTSD,G Herbo
98,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
99,Alagbe,Qdot
100,On God II,Big Yavo
101,Dark Times,Victony
102,Trap Symphony EP,Roddy Ricch
103,SoundGod Fest Reloaded,Runtown
104,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
105,Know You,Ladipoe
106,I Love Girls With Trobul,Sarz X WurlD
107,Something Else,Mr Eazi
108,Wild West,Central Cee
109,Afrodisíaco,Rauw Alejandro
110,What Have We Done,Omah Lay
111,Rema Freestyle EP,Rema
112,Masta Groove,Masterkraft
113,Itheep,Moelogo
114,My Letter To You Riddim,Various Artists
115,Redemption song,Corizo
116,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
117,PINK PLANET,Pink Sweat$
118,The Backend Child,NoCap
119,PERFECT PICTURE,Dremo
120,Viral Infection 1.0,Ayanfe Viral
121,L.O.V.E.,Luh Kel
122,S.C.A.M,G4 Boyz
123,Off The Record,Reekado Banks
124,Jackboy,Jackboy
125,The Palmwine Express,Show Dem Camp
126,The Prince I Became,Ric Hassani
127,Realms,Wande Coal
128,T R A P S O U L (Deluxe),Bryson Tiller
129,Roots,NSG
130,WUNNA,Gunna
131,The Prodigal,Mr. P
132,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
133,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
134,L.O.V.E. (Deluxe),Luh Kel
135,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
136,YOU,Ali Gatie
137,Wildboy,Calboy
138,Cheers to the Best Memories,dvsn & Ty Dolla $ign
139,Top Shotta,NLE Choppa
140,Drip Or Drown 2,Gunna
141,Good News,Megan Thee Stallion
142,Lost Child,NUSKI2SQUAD
143,A Boy From Tandale,Diamond Platnumz
144,Trench Baby,Lil Zay Osama
145,Levon James,King Von
146,ZaZa Vibes,L.A.X
147,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats
148,Honorable,Hotkid
149,Stardust,Butch Dawson
150,Greatest Lord,SINACH
151,The Mayor of Lagos,Mayorkun
152,RESTLESS II,Simi
153,Trench Baby (Deluxe Edition),Lil Zay Osama
154,Yabasi,Basketmouth
155,Anloga Junction,Stonebwoy
156,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)"
157,The Beauty of Becoming,Rotimi
158,Still Taking Risks,Quando Rondo
159,All On Feelings EP,OT KinG
160,Only The Generals Part II,Kevin Gates
161,CITIZEN OF THE WORLD,King Perryy
162,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
163,Ecstasy,Lil Kesh
164,RoadToCDK,Zlatan
165,Coffee Break,Problem
166,Eternal Atake,Lil Uzi Vert
167,Fever,Megan Thee Stallion
168,Trap Symphony EP,Burna Boy
169,OSAMA,MO3
170,!,Trippie Redd
171,Rora,Reekado Banks
172,Lil Durk Presents Only The Family Involved Vol.2,Only The Family
173,"Grandson, Vol. 1",King Von
174,Heat Of The Moment,Tink
175,Afro Series,Terri
176,One and Only,Sheff G
177,Legendary,Tyga
178,Building Bridges,Smallgod
179,The Idea Of Her,Ali Gatie
180,Amazing Grace,MEDIKAL
