Position,album,artist
1,UY Scuti,Olamide
2,High Tension 2.0,Dangbana Republik & Bella Shmurda
3,Nothing To Prove,Victor AD
4,No Pressure,Sarkodie
5,Made in Lagos,Wizkid
6,WONDALAND,Teni
7,APOLLO,Fireboy DML
8,Somewhere Between Beauty & Magic,Joeboy
9,High Tension EP,Bella Shmurda
10,What Have We Done,Omah Lay
11,Carpe Diem,Olamide
12,Rema Compilation,Rema
13,Get Layd,Omah Lay
14,A True Champion,Rexxie
15,THE GOAT,Polo G
16,Twice As Tall,Burna Boy
17,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers
18,A Better Time,Davido
19,"Laughter, Tears & Goosebumps",Fireboy DML
20,Please Excuse Me for Being Antisocial,Roddy Ricch
21,LIGHT (The EP),MohBad
22,Chrome Eccentric Ep,Zinoleesky
23,Sex Over Love,Blaqbonez
24,Rum & Boogie,Peruzzi
25,Afro Pop Vol. 1,Adekunle Gold
26,NEW ERA,Kiss Daniel
27,High Off Life,Future
28,I'll Say It For You,Dax
29,Gratitude,Timaya
30,Man Of Galilee,Judikay
31,Life of Betrayal 2x,Yungeen Ace
32,LV N ATTN,Lojay & Sarz
33,The Golden Boy,KiDi
34,Off The Yak,Young M.A
35,Simisola,Simi
36,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE
37,Love & Light,Joeboy
38,Simisola (Deluxe),Simi
39,Welcome to O'Block,King Von
40,King Of Love,Kizz Daniel
41,Itheep,Moelogo
42,TOP PRIZE,ALKALINE
43,Boo of the Booless,Chiké
44,Soundgod Fest Vol.1,Runtown
45,Shiesty Season,Pooh Shiesty
46,Heat Of The Moment,Tink
47,Razor,Cheque
48,Cultural Praise,Kcee & Okwesili Eze Group
49,Superstar,Wizkid
50,Boyfriend,CKay
51,Dead roses  chronicles2,Corizo
52,Hot Pink,Doja Cat
53,The Cross: My Gaze,Mercy Chinwo
54,Herstory in the Making,Young M.A
55,Twelve A.M,Crayon
56,TOP MEMBA,Kida Kudz
57,Twice As Tall,Burna Boy
58,A Good Time,Davido
59,For Broken Ears,Tems
60,Moon Boy,Yung Bleu
61,Top,YoungBoy Never Broke Again
62,...Shall We Begin...,Laycon
63,Shottaz 4Eva,MO3
64,Three,Patoranking
65,Bad Commando,Rema
66,The Message,Minister GUC
67,Culture,Migos
68,Omo Charlie Champagne Vol1,Simi
69,TattleTales,6ix9ine
70,Dark Times,Victony
71,Bando Season,BangBangSG
72,SATISFIED,Mercy Chinwo
73,7,Lil Nas X
74,Chulo Vibes,Timaya
75,Billionaire,Teni
76,Lil Durk Presents: Loyal Bros,Only The Family
77,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
78,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
79,The House Is Burning,Isaiah Rashad
80,OXYGENE,Oxlade
81,Deal with It,Phyno
82,Alagbe,Qdot
83,Happy Birthday Kodak,Kodak Black
84,SAVAGE MODE II,21 Savage & Metro Boomin
85,On God II,Big Yavo
86,Haitian Boy Kodak,Kodak Black
87,Shiesty Season - Spring Deluxe,Pooh Shiesty
88,SoundGod Fest Reloaded,Runtown
89,Hakuna Matata,Dotman
90,Pluto x Baby Pluto,Future & Lil Uzi Vert
91,Good News,Megan Thee Stallion
92,LOL (Lord of Lamba),Naira Marley
93,Wild West,Central Cee
94,Something Else,Mr Eazi
95,Hoodie SZN,A Boogie Wit Da Hoodie
96,PTSD,G Herbo
97,TIME,Yaw Tog
98,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
99,Levon James,King Von
100,Trap Symphony EP,Roddy Ricch
101,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
102,Realms,Wande Coal
103,Masta Groove,Masterkraft
104,Rudykillus,Rudeboy
105,So Much Fun,Young Thug
106,PINK PLANET,Pink Sweat$
107,The Palmwine Express,Show Dem Camp
108,I Love Girls With Trobul,Sarz X WurlD
109,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again
110,Nicotine,Trevor Daniel
111,My Letter To You Riddim,Various Artists
112,L.O.V.E.,Luh Kel
113,Know You,Ladipoe
114,Mixed Emotions,Luh Kel
115,Afrodisíaco,Rauw Alejandro
116,Rema Freestyle EP,Rema
117,Homesick,Trevor Daniel
118,ZaZa Vibes,L.A.X
119,T R A P S O U L (Deluxe),Bryson Tiller
120,Off The Record,Reekado Banks
121,L.O.V.E. (Deluxe),Luh Kel
122,What Have We Done,Omah Lay
123,Greatest Lord,SINACH
124,Honorable,Hotkid
125,S.C.A.M,G4 Boyz
126,Viral Infection 1.0,Ayanfe Viral
127,IT’S REMBLE,Remble
128,The Prince I Became,Ric Hassani
129,WUNNA,Gunna
130,The Prodigal,Mr. P
131,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)"
132,The Beauty of Becoming,Rotimi
133,Amazing Grace,MEDIKAL
134,RESTLESS II,Simi
135,Taste EP,Nandy
136,Aje (The Mixtape),Jaywon
137,Trench Baby (Deluxe Edition),Lil Zay Osama
138,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
139,Jackboy,Jackboy
140,The Backend Child,NoCap
141,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
142,Dum and Dummer 2,Young Dolph & Key Glock
143,Anloga Junction,Stonebwoy
144,Yabasi,Basketmouth
145,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
146,Roots,NSG
147,Clone Wars Vol. 5 - The Algorhythm,Show Dem Camp
148,CITIZEN OF THE WORLD,King Perryy
149,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
150,Ecstasy,Lil Kesh
151,Seed,Gyakie
152,Lil Durk Presents Only The Family Involved Vol.2,Only The Family
153,Trap Symphony EP,Burna Boy
154,Wildboy,Calboy
155,God Is King,Kimali Smith
156,Original Copy,Cuppy
157,"Grandson, Vol. 1",King Von
158,Kut Da Fan On,HOTBOII
159,Black Love,Sarkodie
160,Only The Generals Part II,Kevin Gates
161,Love Me Like I'm Dead (Last Call),Foolio
162,PERFECT PICTURE,Dremo
163,Rora,Reekado Banks
164,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
165,Misunderstood,JayDaYoungan
166,Trench Baby,Lil Zay Osama
167,Cray Cray,Crayon
168,CTV3: Cool Tape Vol. 3,Jaden
169,YOU,Ali Gatie
170,6locc 6a6y,Lil Loaded
171,Thug Melodies,Soldier Kidd
172,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats
173,Kairos,Steve Crown
174,We All Shine,YNW Melly
175,Future Hndrxx Presents: The WIZRD,Future
176,The Mayor of Lagos,Mayorkun
