Position,album,artist
1,UY Scuti,Olamide
2,High Tension 2.0,Dangbana Republik & Bella Shmurda
3,A True Champion,Rexxie
4,Somewhere Between Beauty & Magic,Joeboy
5,High Tension EP,Bella Shmurda
6,WONDALAND,Teni
7,Made in Lagos,Wizkid
8,APOLLO,Fireboy DML
9,Carpe Diem,Olamide
10,Twice As Tall,Burna Boy
11,Rema Compilation,Rema
12,What Have We Done,Omah Lay
13,A Better Time,Davido
14,THE GOAT,Polo G
15,Get Layd,Omah Lay
16,"Laughter, Tears & Goosebumps",Fireboy DML
17,Please Excuse Me for Being Antisocial,Roddy Ricch
18,Life of Betrayal 2x,Yungeen Ace
19,High Off Life,Future
20,Chrome Eccentric Ep,Zinoleesky
21,LIGHT (The EP),MohBad
22,Man Of Galilee,Judikay
23,LV N ATTN,Lojay & Sarz
24,Gratitude,Timaya
25,Simisola,Simi
26,Rum & Boogie,Peruzzi
27,Twelve A.M,Crayon
28,Sex Over Love,Blaqbonez
29,NEW ERA,Kiss Daniel
30,Welcome to O'Block,King Von
31,Afro Pop Vol. 1,Adekunle Gold
32,Love & Light,Joeboy
33,Boo of the Booless,Chiké
34,The Golden Boy,KiDi
35,I'll Say It For You,Dax
36,Razor,Cheque
37,Boyfriend,CKay
38,King Of Love,Kizz Daniel
39,TOP PRIZE,ALKALINE
40,USEE4YOURSELF,IDK
41,Off The Yak,Young M.A
42,Simisola (Deluxe),Simi
43,For Broken Ears,Tems
44,A Good Time,Davido
45,Soundgod Fest Vol.1,Runtown
46,Shottaz 4Eva,MO3
47,Omo Charlie Champagne Vol1,Simi
48,Superstar,Wizkid
49,...Shall We Begin...,Laycon
50,Three,Patoranking
51,Top,YoungBoy Never Broke Again
52,Culture,Migos
53,Bad Commando,Rema
54,Clone Wars Vol. 5 - The Algorhythm,Show Dem Camp
55,Hakuna Matata,Dotman
56,The Cross: My Gaze,Mercy Chinwo
57,Hot Pink,Doja Cat
58,Billionaire,Teni
59,Cultural Praise,Kcee & Okwesili Eze Group
60,Masta Groove,Masterkraft
61,Pluto x Baby Pluto,Future & Lil Uzi Vert
62,TattleTales,6ix9ine
63,Know You,Ladipoe
64,Ghosting,Styles P
65,Lil Durk Presents: Loyal Bros,Only The Family
66,Deal with It,Phyno
67,The Message,Minister GUC
68,OXYGENE,Oxlade
69,Chulo Vibes,Timaya
70,Shiesty Season,Pooh Shiesty
71,Herstory in the Making,Young M.A
72,Haitian Boy Kodak,Kodak Black
73,Happy Birthday Kodak,Kodak Black
74,SATISFIED,Mercy Chinwo
75,SAVAGE MODE II,21 Savage & Metro Boomin
76,SoundGod Fest Reloaded,Runtown
77,Twice As Tall,Burna Boy
78,PINK PLANET,Pink Sweat$
79,TIME,Yaw Tog
80,Levon James,King Von
81,Wild West,Central Cee
82,Trap Symphony EP,Roddy Ricch
83,What Have We Done,Omah Lay
84,7,Lil Nas X
85,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
86,Hoodie SZN,A Boogie Wit Da Hoodie
87,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
88,So Much Fun,Young Thug
89,Viral Infection 1.0,Ayanfe Viral
90,"Amapiano To The World, Vol.2",DJ Kwamzy
91,The Prince I Became,Ric Hassani
92,Realms,Wande Coal
93,LOL (Lord of Lamba),Naira Marley
94,I Love Girls With Trobul,Sarz X WurlD
95,Mars,BadboyMarz
96,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
97,PERFECT PICTURE,Dremo
98,Alagbe,Qdot
99,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
100,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again
101,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
102,Good News,Megan Thee Stallion
103,Rema Freestyle EP,Rema
104,On God II,Big Yavo
105,Something Else,Mr Eazi
106,PTSD,G Herbo
107,Off The Record,Reekado Banks
108,Nicotine,Trevor Daniel
109,Shiesty Season - Spring Deluxe,Pooh Shiesty
110,S.C.A.M,G4 Boyz
111,The Backend Child,NoCap
112,Jackboy,Jackboy
113,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
114,L.O.V.E.,Luh Kel
115,T R A P S O U L (Deluxe),Bryson Tiller
116,The Beauty of Becoming,Rotimi
117,WUNNA,Gunna
118,The Palmwine Express,Show Dem Camp
119,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
120,Afrodisíaco,Rauw Alejandro
121,Trench Baby (Deluxe Edition),Lil Zay Osama
122,RESTLESS II,Simi
123,CITIZEN OF THE WORLD,King Perryy
124,Greatest Lord,SINACH
125,My Letter To You Riddim,Various Artists
126,Yabasi,Basketmouth
127,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)"
128,6locc 6a6y,Lil Loaded
129,Trench Baby,Lil Zay Osama
130,ZaZa Vibes,L.A.X
131,Homesick,Trevor Daniel
132,Big Femme Energy Volume 1,Femme It Forward
133,Too Late Too Lit,KDDO
134,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats
135,Seed,Gyakie
136,Anloga Junction,Stonebwoy
137,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu
138,Mixed Emotions,Luh Kel
139,Top Shotta,NLE Choppa
140,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
141,The Mayor of Lagos,Mayorkun
142,23 Is Back,JayDaYoungan
143,Cray Cray,Crayon
144,Taste EP,Nandy
145,Dum and Dummer 2,Young Dolph & Key Glock
146,The Idea Of Her,Ali Gatie
147,Ecstasy,Lil Kesh
148,Mainland To Island,Oladips x Zlatan
149,"Grandson, Vol. 1",King Von
150,Ice Daddy,Gucci Mane
151,Future Hndrxx Presents: The WIZRD,Future
152,We All Shine,YNW Melly
153,Living In History,Jackboy
154,Amazing Grace,MEDIKAL
155,The Prodigal,Mr. P
156,Kommunity Service,YG & Mozzy
157,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
158,L.O.V.E. (Deluxe),Luh Kel
159,FIXTAPE,Popcaan
160,The Prince I Became (Deluxe Edition),Ric Hassani
161,Space and Time,Justine Skye
162,Legendary,Tyga
163,Aje (The Mixtape),Jaywon
164,RoadToCDK,Zlatan
165,Toxic,Kranium
166,A Boy From Tandale,Diamond Platnumz
167,Runtown Hits Vol. 1,Runtown
168,Empress,Yemi Alade
169,Roots,NSG
170,The African Gentleman (Deluxe Version),Ric Hassani
171,!,Trippie Redd
172,STORY TELLER- EP,KOLABOY
173,Beyond Bulletproof,Mozzy
174,Table For Two,Korede Bello
175,Honorable,Hotkid
