rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,UY Scuti,Olamide,1,1,1,1,1,1,1,1.0
2,Somewhere Between Beauty & Magic,Joeboy,3,2,4,2,2,4,2,2.7142857142857144
3,High Tension EP,Bella Shmurda,5,7,2,3,4,3,3,3.857142857142857
4,Carpe Diem,Olamide,2,3,5,5,5,2,6,4.0
5,APOLLO,Fireboy DML,4,4,6,4,3,6,4,4.428571428571429
6,WONDALAND,Teni,7,5,3,6,6,5,5,5.285714285714286
7,Made in Lagos,Wizkid,6,6,7,7,7,7,7,6.714285714285714
8,Twice As Tall,Burna Boy,8,10,8,8,11,10,8,9.0
9,What Have We Done,Omah Lay,11,8,10,9,9,8,10,9.285714285714286
10,Rema Compilation,Rema,10,11,9,10,8,9,12,9.857142857142858
11,A Better Time,Davido,9,14,12,11,10,13,14,11.857142857142858
12,Just Cause Y'all Waited 2 (Deluxe),Lil Durk,12,9,14,12,15,11,13,12.285714285714286
13,THE GOAT,Polo G,13,13,13,14,12,12,11,12.571428571428571
14,SoulFly,Rod Wave,14,12,11,16,16,15,15,14.142857142857142
15,Get Layd,Omah Lay,16,17,17,19,14,14,16,16.142857142857142
16,"Laughter, Tears & Goosebumps",Fireboy DML,17,16,15,15,13,19,19,16.285714285714285
17,Just Cause Y’all Waited 2,Lil Durk,20,15,16,13,20,17,18,17.0
18,Sex Over Love,Blaqbonez,15,19,18,17,17,16,20,17.428571428571427
19,Please Excuse Me for Being Antisocial,Roddy Ricch,19,21,20,18,18,20,17,19.0
20,Rum & Boogie,Peruzzi,18,18,21,20,19,18,21,19.285714285714285
21,Chrome Eccentric Ep,Zinoleesky,21,29,19,21,22,23,23,22.571428571428573
22,Man Of Galilee,Judikay,22,22,25,22,24,25,22,23.142857142857142
23,High Off Life,Future,29,20,22,25,21,22,26,23.571428571428573
24,LIGHT (The EP),MohBad,23,24,24,27,25,28,24,25.0
25,Afro Pop Vol. 1,Adekunle Gold,27,26,27,24,26,29,28,26.714285714285715
26,Simisola,Simi,30,27,33,23,23,32,27,27.857142857142858
27,Gratitude,Timaya,25,33,26,31,27,30,25,28.142857142857142
28,Welcome to O'Block,King Von,26,28,30,26,29,26,34,28.428571428571427
29,Twelve A.M,Crayon,40,30,28,29,28,27,30,30.285714285714285
30,Boyfriend,CKay,31,32,38,28,31,24,29,30.428571428571427
31,TOP PRIZE,ALKALINE,24,23,29,30,36,33,48,31.857142857142858
32,Boo of the Booless,Chiké,32,25,34,33,30,39,32,32.142857142857146
33,Shottaz 4Eva,MO3,36,31,31,32,33,45,38,35.142857142857146
34,Off The Yak,Young M.A,37,38,36,35,32,36,35,35.57142857142857
35,LV N ATTN,Lojay & Sarz,34,35,32,44,41,31,37,36.285714285714285
36,Love & Light,Joeboy,28,43,40,39,34,34,36,36.285714285714285
37,I'll Say It For You,Dax,33,40,37,42,35,40,31,36.857142857142854
38,NEW ERA,Kiss Daniel,39,39,42,38,37,37,33,37.857142857142854
39,Superstar,Wizkid,35,34,35,41,44,38,42,38.42857142857143
40,Razor,Cheque,42,42,39,37,40,35,40,39.285714285714285
41,King Of Love,Kizz Daniel,45,36,41,36,43,41,43,40.714285714285715
42,For Broken Ears,Tems,43,48,47,45,42,47,41,44.714285714285715
43,Three,Patoranking,44,44,43,46,39,52,51,45.57142857142857
44,Top,YoungBoy Never Broke Again,38,55,46,43,52,42,55,47.285714285714285
45,Culture,Migos,41,46,45,50,57,44,52,47.857142857142854
46,Cultural Praise,Kcee & Okwesili Eze Group,47,41,44,60,50,54,44,48.57142857142857
47,Shiesty Season,Pooh Shiesty,50,37,49,47,62,46,49,48.57142857142857
48,Omo Charlie Champagne Vol1,Simi,46,54,54,48,46,57,45,50.0
49,Soundgod Fest Vol.1,Runtown,53,47,52,61,47,50,53,51.857142857142854
50,...Shall We Begin...,Laycon,51,57,51,54,59,43,50,52.142857142857146
51,A Good Time,Davido,56,62,55,56,49,48,39,52.142857142857146
52,Ice Daddy,Gucci Mane,63,61,23,34,48,62,75,52.285714285714285
53,Simisola (Deluxe),Simi,52,45,50,51,53,49,71,53.0
54,Bad Commando,Rema,54,50,68,53,45,61,57,55.42857142857143
55,The Cross: My Gaze,Mercy Chinwo,57,51,61,55,61,63,54,57.42857142857143
56,Ghetto Gospel,Rod Wave,61,64,60,49,51,59,64,58.285714285714285
57,Hot Pink,Doja Cat,60,56,56,70,69,51,47,58.42857142857143
58,Pray 4 Love,Rod Wave,58,69,59,67,54,58,62,61.0
59,Happy Birthday Kodak,Kodak Black,55,53,57,66,55,68,77,61.57142857142857
60,Haitian Boy Kodak,Kodak Black,62,60,58,57,72,66,56,61.57142857142857
61,Just Cause Y'all Waited,Lil Durk,77,58,64,72,58,53,59,63.0
62,On God II,Big Yavo,48,59,48,58,70,93,68,63.42857142857143
63,Love Songs 4 The Streets 2,Lil Durk,68,52,65,87,60,56,67,65.0
64,OXYGENE,Oxlade,83,71,63,65,66,64,63,67.85714285714286
65,Wild West,Central Cee,66,65,69,69,68,73,66,68.0
66,Herstory in the Making,Young M.A,67,77,66,79,56,71,65,68.71428571428571
67,SAVAGE MODE II,21 Savage & Metro Boomin,72,72,82,75,63,55,70,69.85714285714286
