Position,artist,album
1,Olamide,UY Scuti
2,Lojay & Sarz,LV N ATTN - EP
3,Rexxie,A True Champion
4,Wizkid,Made In Lagos
5,Doja Cat,Planet Her (Deluxe)
6,Lil Baby & Lil Durk,The Voice of the Heroes
7,Ruger,PANDEMIC - EP
8,Migos,Culture III (Deluxe)
9,Polo G,Hall of Fame
10,"Tyler, The Creator",CALL ME IF YOU GET LOST
11,J. Cole,The Off-Season
12,Burna Boy,Twice As Tall
13,Blaqbonez,Sex Over Love
14,Teni,WONDALAND
15,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
16,Chike,Boo of the Booless
17,Joeboy,Somewhere Between Beauty & Magic
18,Davido,A Better Time
19,DJ Khaled,KHALED KHALED
20,The Cavemen.,Roots
21,Elevation Worship & Maverick City Music,Old Church Basement
22,KCee & Okwesili Eze Group,Cultural Praise
23,H.E.R.,Back of My Mind (Apple Music Edition)
24,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
25,Burna Boy,African Giant
26,Lil Durk,Just Cause Y\'all Waited 2 (Deluxe)
27,Judikay,Man of Galilee
28,Laycon,...Shall We Begin...
29,Tems,For Broken Ears
30,Wizkid,Superstar
31,J Hus,Big Conspiracy
32,Lil Durk,The Voice (Deluxe)
33,Fireboy DML,APOLLO
34,Olivia Rodrigo,SOUR
35,The Weeknd,After Hours
36,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
37,Roddy Ricch,Please Excuse Me For Being Antisocial
38,Maverick City Music,Jubilee: Juneteenth Edition
39,Dunsin Oyekan,The Gospel of the Kingdom
40,Bella Shmurda,High Tension
41,Rod Wave,SoulFly
42,Travis Scott,ASTROWORLD
43,Kodak Black,Haitian Boy Kodak
44,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
45,Omah Lay,Get Layd - EP
46,Olamide,Carpe Diem
47,Lil Baby,My Turn (Deluxe)
48,KDDO,TOO LATE TOO LIT (EP)
49,Basketmouth,Yabasi
50,Peruzzi,Rum & Boogie
51,Amaarae,THE ANGEL YOU DON'T KNOW
52,Fireboy DML,"Laughter, Tears & Goosebumps"
53,Maroon 5,JORDI (Deluxe)
54,Burna Boy,Outside
55,Post Malone,Hollywood's Bleeding
56,Pop Smoke,Meet the Woo 2 (Deluxe)
57,Omah Lay,What Have We Done - EP
58,CKay,Boyfriend
59,Juice WRLD,Legends Never Die (Video Version)
60,Erigga,Before the Chaos-EP
61,Spinall,"Afromix, Ep. 1 (DJ Mix)"
62,Central Cee,Wild West
63,Abra Cadabra,Product of My Environment
64,Wizkid,Ayo
65,KiDi,The Golden Boy
66,GIVĒON,When It's All Said And Done... Take Time
67,Oxlade,OXYGENE - EP
68,Layzee Ella,When The Lights Go Off - EP
69,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
70,Polo G,THE GOAT
71,Mercy Chinwo,SATISFIED
72,Davido,A Good Time
73,Nicki Minaj,Beam Me Up Scotty
74,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
75,Olakira,4Play - EP
76,Gunna,WUNNA (Deluxe)
77,Show Dem Camp,The Palmwine Express
78,SAINt JHN,Ghetto Lenny's Love Songs
79,6LACK,East Atlanta Love Letter
80,Juice WRLD,Death Race for Love
81,Dremo & Jeriq,Ea$t N We$t - EP
82,SAINt JHN,While the World Was Burning
83,Jaywillz,Love or the Word (EP)
84,Toosii,Platinum Heart (Deluxe)
85,Kida Kudz,TOP MEMBA
86,Wizkid,Sounds From the Other Side
87,Young Thug,BEAUTIFUL THUGGER GIRLS
88,Kodak Black,Happy Birthday Kodak - EP
89,Sam Smith,Love Goes
90,Ayra Starr,Ayra Starr - EP
91,Lil Tjay,Destined 2 Win
92,Polo G,Die a Legend
93,G4 Boyz,Scam - EP
94,Minister GUC,The Message
95,J. Cole,2014 Forest Hills Drive
96,Justine Skye,Space and Time
97,Adekunle Gold,"Afro Pop, Vol. 1"
98,J Hus,Common Sense
99,21 Savage & Metro Boomin,SAVAGE MODE II
100,Nasty C,Zulu Man With Some Power
101,YoungBoy Never Broke Again,Top
102,Internet Money,B4 The Storm
103,Future,High Off Life
104,Roddy Ricch,Feed Tha Streets ll
105,Mannywellz,Mirage
106,Suté Iwar,199X
107,Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe)
108,Omar Sterling,Same Earth Different Worlds
109,Moneybagg Yo,A Gangsta's Pain
110,Santi,Mandy & The Jungle
111,Ski Mask the Slump God,Sin City The Mixtape
112,Drake,Dark Lane Demo Tapes
113,AURORA,All My Demons Greeting Me as a Friend
114,Jhené Aiko,Chilombo (Deluxe Video Version)
115,Jorja Smith,Be Right Back
116,Young M.A,Off the Yak
117,Post Malone,beerbongs & bentleys
118,Nasty C,Strings and Bling
119,Unfoonk & Young Stoner Life,My Struggle
120,King Perryy,Citizen of the World
121,Drake,Scorpion
122,NSG,Roots
123,Jeriq,Hood Boy Dreams - EP
124,Kodak Black,Dying to Live
125,The Weeknd,Beauty Behind the Madness
126,Offset,FATHER OF 4
127,Post Malone,Stoney (Deluxe)
128,Khalid,Free Spirit
129,Tomi Thomas,Hopeless Romantic - EP
130,Dave,PSYCHODRAMA
131,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)"
132,Brymo,Yellow
133,SAINt JHN,Collection One
134,Lil Durk,Signed to the Streets 3
135,Sola Allyson,ÌRÌ (The Album Live)
136,Summer Walker,Over It
137,Drake,Views
138,Jon Bellion,The Human Condition
139,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Deluxe)
140,Runtown,Sound God Fest Reloaded
141,M.I Abaga,MI 2: The Movie
142,The Weeknd,Starboy
143,Drake,More Life
144,Chris Brown,Indigo (Extended)
145,XXXTENTACION,?
146,PsychoYP & Azanti,"YP & Azanti, Vol. 1"
147,Kendrick Lamar,DAMN.
148,Roddy Ricch,Feed tha Streets
149,Masego,Studying Abroad: Extended Stay
150,Tope Alabi,Yes and Amen
151,Ariana Grande,Positions (Deluxe Edition)
152,Kizz Daniel,King of Love
153,Blxst,No Love Lost (Deluxe)
154,Simi,Simisola (Deluxe)
155,Billie Eilish,Happier Than Ever
156,Various Artists,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack)
157,Rihanna,ANTI (Deluxe)
158,Young Thug,So Much Fun (Deluxe)
159,Khalid,American Teen
160,Pop Smoke,Meet the Woo
161,Drake,Nothing Was the Same (Deluxe)
162,Sarz & WurlD,I LOVE GIRLS WITH TROBUL
163,Pi'erre Bourne,The Life Of Pi'erre 5
164,NF,The Search
165,MohBad,Light
166,Sia,This Is Acting (Deluxe Version)
167,Abra Cadabra,Mixed Emotions - EP
168,Flavour,Flavour of Africa
169,Kodak Black,Project Baby 2: All Grown Up (Deluxe)
170,Asa,ASA (Asha) [Deluxe Edition]
171,Meek Mill,Championships
172,Logic,"YS Collection, Vol. 1"
173,Maverick City Music,Maverick City Vol. 3 Part 1
174,21 Savage,i am > i was (Deluxe)
175,J. Cole,Born Sinner (Deluxe Version)
176,Kanye West,The Life of Pablo
177,Nathaniel Bassey,The King Is Coming
178,YXNG K.A,REAPER SZN (Deluxe)
179,Don Toliver,Heaven Or Hell
180,Hugo P,Resurrection
181,Moses Bliss,Too Faithful
182,Lil Tjay,True 2 Myself
183,Zinoleesky,Chrome - EP
184,Skepta,Ignorance Is Bliss
185,Drake,Take Care (Deluxe Version)
186,Lil Wayne,Tha Carter V (Deluxe)
187,Stormzy,Heavy Is The Head
188,DaBlixx Osha,Country Boy
189,Burna Boy,Redemption
190,Toosii,Thank You For Believing
191,JACKBOYS & Travis Scott,JACKBOYS
192,NF,CLOUDS (THE MIXTAPE)
193,J. Cole,4 Your Eyez Only
194,Erigga,The Erigma II
195,King Von,Welcome to O'Block
196,"Benj Pasek & Justin Paul, Hugh Jackman, Keala Settle, Zac Efron, Zendaya",The Greatest Showman (Original Motion Picture Soundtrack)
197,Lil Baby,Street Gossip
198,K1 De Ultimate,Fuji the Sound - EP
199,XXXTENTACION,17
200,Frank Ocean,Blonde
