Position,artist,album
1,Migos,Culture III
2,Polo G,Hall of Fame
3,Lojay & Sarz,LV N ATTN - EP
4,Lil Baby & Lil Durk,The Voice of the Heroes
5,Wizkid,Made In Lagos
6,J. Cole,The Off-Season
7,Ruger,PANDEMIC - EP
8,Blaqbonez,Sex Over Love
9,Burna Boy,Twice As Tall
10,Kodak Black,Happy Birthday Kodak - EP
11,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
12,The Cavemen.,Roots
13,Elevation Worship & Maverick City Music,Old Church Basement
14,Joeboy,Somewhere Between Beauty & Magic
15,Teni,WONDALAND
16,Chike,Boo of the Booless
17,Davido,A Better Time
18,Maroon 5,JORDI (Deluxe)
19,Laycon,...Shall We Begin...
20,DJ Khaled,KHALED KHALED
21,Olivia Rodrigo,SOUR
22,KCee & Okwesili Eze Group,Cultural Praise
23,Judikay,Man of Galilee
24,Kodak Black,Haitian Boy Kodak
25,Pi\'erre Bourne,The Life Of Pi\'erre 5
26,Amaarae,THE ANGEL YOU DON\'T KNOW
27,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
28,KDDO,TOO LATE TOO LIT (EP)
29,Fireboy DML,APOLLO
30,The Weeknd,After Hours (Deluxe Video Album)
31,J Hus,Big Conspiracy
32,Burna Boy,African Giant
33,Post Malone,Hollywood\'s Bleeding
34,Tems,For Broken Ears
35,Lil Durk,Just Cause Y\'all Waited 2 (Deluxe)
36,Tomi Thomas,Hopeless Romantic - EP
37,Rod Wave,SoulFly
38,Bella Shmurda,High Tension
39,Nicki Minaj,Beam Me Up Scotty
40,Dunsin Oyekan,The Gospel of the Kingdom
41,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
42,Peruzzi,Rum & Boogie
43,Lil Durk,The Voice (Deluxe)
44,Basketmouth,Yabasi
45,Erigga,Before the Chaos-EP
46,Omah Lay,What Have We Done - EP
47,Roddy Ricch,Please Excuse Me For Being Antisocial
48,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
49,Wizkid,Superstar
50,CKay,Boyfriend
51,Olamide,Carpe Diem
52,Fireboy DML,"Laughter, Tears & Goosebumps"
53,Central Cee,Wild West
54,Travis Scott,ASTROWORLD
55,Dremo & Jeriq,Ea$t N We$t - EP
56,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
57,Polo G,THE GOAT
58,Omah Lay,Get Layd - EP
59,Juice WRLD,Legends Never Die (Video Version)
60,Lil Baby,My Turn (Deluxe)
61,King Perryy,Citizen of the World
62,Young M.A,Off the Yak
63,Oxlade,OXYGENE - EP
64,Gunna,WUNNA (Deluxe)
65,SAINt JHN,Ghetto Lenny's Love Songs
66,Burna Boy,Outside
67,Abra Cadabra,Product of My Environment
68,Mercy Chinwo,SATISFIED
69,Billie Eilish,Happier Than Ever
70,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
71,SAINt JHN,While the World Was Burning
72,G4 Boyz,Scam - EP
73,Pop Smoke,Meet the Woo 2 (Deluxe)
74,Lil Baby & Lil Durk,The Voice of the Heroes
75,Jorja Smith,Be Right Back
76,Ayra Starr,Ayra Starr - EP
77,Ariana Grande,Positions (Deluxe Edition)
78,Davido,A Good Time
79,GIVĒON,When It's All Said And Done... Take Time
80,6LACK,East Atlanta Love Letter
81,Wizkid,Ayo
82,Toosii,Platinum Heart (Deluxe)
83,Migos,Culture II
