Position,artist,album
1,Olamide,UY Scuti
2,Lojay & Sarz,LV N ATTN - EP
3,Wizkid,Made In Lagos
4,Doja Cat,Planet Her
5,Migos,Culture III (Deluxe)
6,Lil Baby & Lil Durk,The Voice of the Heroes
7,"Tyler, The Creator",CALL ME IF YOU GET LOST
8,Polo G,Hall of Fame
9,Ruger,PANDEMIC - EP
10,J. Cole,The Off-Season
11,Rexxie,A True Champion
12,Burna Boy,Twice As Tall
13,Blaqbonez,Sex Over Love
14,Teni,WONDALAND
15,Joeboy,Somewhere Between Beauty & Magic
16,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
17,Davido,A Better Time
18,Wizkid,Superstar
19,H.E.R.,Back of My Mind (Apple Music Edition)
20,The Cavemen.,Roots
21,Chike,Boo of the Booless
22,KCee & Okwesili Eze Group,Cultural Praise
23,Elevation Worship & Maverick City Music,Old Church Basement
24,Laycon,...Shall We Begin...
25,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
26,Judikay,Man of Galilee
27,Lil Durk,Just Cause Y\'all Waited 2 (Deluxe)
28,DJ Khaled,KHALED KHALED
29,Maverick City Music,Jubilee: Juneteenth Edition
30,Burna Boy,African Giant
31,Olivia Rodrigo,SOUR
32,Tems,For Broken Ears
33,Maroon 5,JORDI (Deluxe)
34,Fireboy DML,APOLLO
35,J Hus,Big Conspiracy
36,Dunsin Oyekan,The Gospel of the Kingdom
37,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
38,Rod Wave,SoulFly
39,The Weeknd,After Hours
40,Lil Durk,The Voice (Deluxe)
41,Roddy Ricch,Please Excuse Me For Being Antisocial
42,Ski Mask the Slump God,Sin City The Mixtape
43,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
44,Olamide,Carpe Diem
45,Amaarae,THE ANGEL YOU DON\'T KNOW
46,Bella Shmurda,High Tension
47,Travis Scott,ASTROWORLD
48,Juice WRLD,Legends Never Die (Video Version)
49,Basketmouth,Yabasi
50,Lil Baby,My Turn (Deluxe)
51,Peruzzi,Rum & Boogie
52,KDDO,TOO LATE TOO LIT (EP)
53,CKay,Boyfriend
54,Wizkid,Ayo
55,Omah Lay,What Have We Done - EP
56,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
57,Kodak Black,Haitian Boy Kodak
58,Omah Lay,Get Layd - EP
59,Pop Smoke,Meet the Woo 2 (Deluxe)
60,Fireboy DML,"Laughter, Tears & Goosebumps"
61,Mercy Chinwo,SATISFIED
62,Davido,A Good Time
63,Central Cee,Wild West
64,Omar Sterling,Same Earth Different Worlds
65,Show Dem Camp,The Palmwine Express
66,Post Malone,Hollywood's Bleeding
67,Nicki Minaj,Beam Me Up Scotty
68,Burna Boy,Outside
69,Erigga,Before the Chaos-EP
70,Gunna,WUNNA (Deluxe)
71,Dremo & Jeriq,Ea$t N We$t - EP
72,KiDi,The Golden Boy
73,6LACK,East Atlanta Love Letter
74,Spinall,"Afromix, Ep. 1 (DJ Mix)"
75,SAINt JHN,Ghetto Lenny's Love Songs
76,Kodak Black,Happy Birthday Kodak - EP
77,Wizkid,Sounds From the Other Side
78,SAINt JHN,While the World Was Burning
79,Abra Cadabra,Product of My Environment
80,Olakira,4Play - EP
81,Suté Iwar,199X
82,Layzee Ella,When The Lights Go Off - EP
83,Polo G,THE GOAT
84,GIVĒON,When It's All Said And Done... Take Time
85,Juice WRLD,Death Race for Love
86,Roddy Ricch,Feed Tha Streets ll
87,Unfoonk & Young Stoner Life,My Struggle
88,Oxlade,OXYGENE - EP
89,Ayra Starr,Ayra Starr - EP
90,Young Thug,BEAUTIFUL THUGGER GIRLS
91,YoungBoy Never Broke Again,Top
92,Minister GUC,The Message
93,Kida Kudz,TOP MEMBA
94,Jorja Smith,Be Right Back
95,Polo G,Die a Legend
96,Toosii,Platinum Heart (Deluxe)
97,Adekunle Gold,"Afro Pop, Vol. 1"
98,Future,High Off Life
99,Mannywellz,Mirage
100,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
101,Hugo P,Resurrection
102,Sam Smith,Love Goes
103,Summer Walker,Over It
104,Justine Skye,Space and Time
105,Pi'erre Bourne,The Life Of Pi'erre 5
106,Moneybagg Yo,A Gangsta's Pain
107,J. Cole,2014 Forest Hills Drive
108,Jaywillz,Love or the Word (EP)
109,Jon Bellion,The Human Condition
110,Young M.A,Off the Yak
111,Lil Tjay,Destined 2 Win
112,Ariana Grande,Positions (Deluxe Edition)
113,Santi,Mandy & The Jungle
114,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Deluxe)
115,Billie Eilish,Happier Than Ever
116,G4 Boyz,Scam - EP
117,21 Savage & Metro Boomin,SAVAGE MODE II
118,King Perryy,Citizen of the World
119,Drake,Scorpion
120,J Hus,Common Sense
121,NSG,Roots
122,The Weeknd,Starboy
123,Jeriq,Hood Boy Dreams - EP
124,Jhené Aiko,Chilombo (Deluxe Video Version)
125,Drake,Dark Lane Demo Tapes
126,Drake,Take Care (Deluxe Version)
127,Lil Durk,Signed to the Streets 3
128,Nasty C,Zulu Man With Some Power
129,Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe)
130,Kodak Black,Dying to Live
131,Runtown,Sound God Fest Reloaded
132,Sola Allyson,ÌRÌ (The Album Live)
133,AURORA,All My Demons Greeting Me as a Friend
134,Offset,FATHER OF 4
135,Post Malone,beerbongs & bentleys
136,SAINt JHN,Collection One
137,Nasty C,Strings and Bling
138,Tope Alabi,Yes and Amen
139,M.I Abaga,MI 2: The Movie
140,Lil Wayne,Tha Carter V (Deluxe)
141,Tomi Thomas,Hopeless Romantic - EP
142,Internet Money,B4 The Storm
143,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
144,Sarz & WurlD,I LOVE GIRLS WITH TROBUL
145,Pa Salieu,Send Them To Coventry
146,Khalid,Free Spirit
147,Drake,Views
148,Kendrick Lamar,DAMN.
149,Rihanna,ANTI (Deluxe)
150,Brymo,Yellow
151,Asa,ASA (Asha) [Deluxe Edition]
152,Khalid,American Teen
153,Rod Wave,Pray 4 Love (Deluxe)
154,Blxst,No Love Lost (Deluxe)
155,Sia,This Is Acting (Deluxe Version)
156,Dave,PSYCHODRAMA
157,Toosii,Thank You For Believing
158,Masego,Studying Abroad: Extended Stay
159,A Boogie wit da Hoodie,Artist 2.0
160,Lil Tjay,True 2 Myself
161,Migos,Culture II
162,42 Dugg,Free Dem Boyz
163,King Von,Welcome to O'Block
164,Drake,More Life
165,Chris Brown,Indigo (Extended)
166,Drake,Nothing Was the Same (Deluxe)
167,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)"
168,Meek Mill,Wins & Losses (Deluxe)
169,The Weeknd,Beauty Behind the Madness
170,Timaya,Gratitude
171,Post Malone,Stoney (Deluxe)
172,K1 De Ultimate,Fuji the Sound - EP
173,SZA,Ctrl
174,Kanye West,The Life of Pablo
175,Don Toliver,Heaven Or Hell
176,Meek Mill,Championships
177,"Benj Pasek & Justin Paul, Hugh Jackman, Keala Settle, Zac Efron, Zendaya",The Greatest Showman (Original Motion Picture Soundtrack)
178,Travis Scott,Birds in the Trap Sing McKnight
179,Burna Boy,Redemption
180,JACKBOYS & Travis Scott,JACKBOYS
181,Angelique Kidjo,Mother Nature
182,Era,Era I
183,Stormzy,Heavy Is The Head
184,MohBad,Light
185,Beyoncé,The Lion King: The Gift
186,Nicki Minaj,Queen (Deluxe)
187,Pop Smoke,Meet the Woo
188,XXXTENTACION,?
189,Jacob Banks,Village
190,Bryson Tiller,T R A P S O U L (Deluxe)
191,Maverick City Music,Maverick City Vol. 3 Part 1
192,Gucci Mane,Ice Daddy
193,Mayorkun,The Mayor of Lagos
194,Sam Smith,In the Lonely Hour (Drowning Shadows Videos Edition)
195,DaBlixx Osha,Country Boy
196,NF,CLOUDS (THE MIXTAPE)
197,Olamide,Eyan Mayweather
198,Spinall,Grace
199,NF,The Search
200,PsychoYP & Azanti,"YP & Azanti, Vol. 1"
