Position,artist,album
1,Dangbana Republik & Bella Shmurda,High Tension 2.0
2,Lojay & Sarz,LV N ATTN - EP
3,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
4,Olamide,UY Scuti
5,Wizkid,Made In Lagos
6,Lil Baby & Lil Durk,The Voice of the Heroes
7,Ruger,PANDEMIC - EP
8,Migos,Culture III (Deluxe)
9,Doja Cat,Planet Her (Deluxe)
10,Burna Boy,Twice As Tall
11,Rexxie,A True Champion
12,Polo G,Hall of Fame
13,J. Cole,The Off-Season
14,Teni,WONDALAND
15,The Cavemen.,Roots
16,Blaqbonez,Sex Over Love
17,KCee & Okwesili Eze Group,Cultural Praise
18,Burna Boy,African Giant
19,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
20,Davido,A Better Time
21,Chike,Boo of the Booless
22,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
23,Davido,A Good Time
24,Judikay,Man of Galilee
25,Joeboy,Somewhere Between Beauty & Magic
26,Elevation Worship & Maverick City Music,Old Church Basement
27,Lil Durk,The Voice (Deluxe)
28,DJ Khaled,KHALED KHALED
29,Lil Durk,Just Cause Y\'all Waited 2 (Deluxe)
30,Omah Lay,Get Layd - EP
31,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES
32,Laycon,...Shall We Begin...
33,Bella Shmurda,High Tension
34,Tems,For Broken Ears
35,Kida Kudz,TOP MEMBA
36,Omah Lay,What Have We Done - EP
37,Roddy Ricch,Please Excuse Me For Being Antisocial
38,Mizzle,In The Dark
39,Dunsin Oyekan,The Gospel of the Kingdom
40,Olivia Rodrigo,SOUR
41,J Hus,Big Conspiracy
42,Balloranking,Zero Panic - EP
43,Wizkid,Superstar
44,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
45,Rod Wave,SoulFly
46,BadboyMarz,Mars - EP
47,Fireboy DML,APOLLO
48,Lil Baby,My Turn (Deluxe)
49,Vince Staples,Vince Staples
50,The Weeknd,After Hours
51,Basketmouth,Yabasi
52,Billie Eilish,Happier Than Ever
53,"Tyler, The Creator",CALL ME IF YOU GET LOST
54,Jaywillz,Love or the Word (EP)
55,Juice WRLD,Legends Never Die (Video Version)
56,Pop Smoke,Meet the Woo 2 (Deluxe)
57,Travis Scott,ASTROWORLD
58,Fireboy DML,"Laughter, Tears & Goosebumps"
59,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
60,Kodak Black,Haitian Boy Kodak
61,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
62,Olamide,Carpe Diem
63,The Flowolf,Full Moon - EP
64,Mercy Chinwo,SATISFIED
65,Peruzzi,Rum & Boogie
66,Maverick City Music,Jubilee: Juneteenth Edition
67,Amaarae,THE ANGEL YOU DON'T KNOW
68,Wizkid,Ayo
69,Post Malone,Hollywood's Bleeding
70,Gunna,WUNNA (Deluxe)
71,CKay,Boyfriend
72,KDDO,TOO LATE TOO LIT (EP)
73,H.E.R.,Back of My Mind (Apple Music Edition)
74,Central Cee,Wild West
75,Burna Boy,Outside
76,SAINt JHN,Ghetto Lenny's Love Songs
77,Abra Cadabra,Product of My Environment
78,Toosii,Platinum Heart (Deluxe)
79,IDK,USEE4YOURSELF
80,GIVĒON,When It's All Said And Done... Take Time
81,Nicki Minaj,Beam Me Up Scotty
82,Polo G,THE GOAT
83,Show Dem Camp,The Palmwine Express
84,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
85,Maroon 5,JORDI (Deluxe)
86,Masterkraft,Masta Groove
87,SAINt JHN,While the World Was Burning
88,Young Thug,BEAUTIFUL THUGGER GIRLS
89,6LACK,East Atlanta Love Letter
90,Minister GUC,The Message
91,Dave,PSYCHODRAMA
92,Lil Tjay,Destined 2 Win
93,Wizkid,Sounds From the Other Side
94,"Benj Pasek & Justin Paul, Hugh Jackman, Keala Settle, Zac Efron, Zendaya",The Greatest Showman (Original Motion Picture Soundtrack)
95,Ayo Jay,Wonder Shall Never End - EP
96,Dremo & Jeriq,Ea$t N We$t - EP
97,Oxlade,OXYGENE - EP
98,YoungBoy Never Broke Again,Top
99,Future,High Off Life
100,Young M.A,Off the Yak
101,Roddy Ricch,Feed Tha Streets ll
102,Drake,Dark Lane Demo Tapes
103,Erigga,Before the Chaos-EP
104,Moneybagg Yo,A Gangsta's Pain
105,Nathaniel Bassey,The King Is Coming
106,Polo G,Die a Legend
107,Juice WRLD,Death Race for Love
108,G Herbo,25
109,Nasty C,Zulu Man With Some Power
110,Adekunle Gold,"Afro Pop, Vol. 1"
111,Lil Durk,Signed to the Streets 3
112,Tope Alabi,Yes and Amen
113,Sound Sultan,"Me, My Mouth & Eye"
114,AURORA,All My Demons Greeting Me as a Friend
115,Nasty C,Strings and Bling
116,Rod Wave,Pray 4 Love (Deluxe)
117,Drake,Views
118,Sam Smith,Love Goes
119,Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe)
120,Ayra Starr,Ayra Starr - EP
121,Sola Allyson,ÌRÌ (The Album Live)
122,Asa,ASA (Asha) [Deluxe Edition]
123,Meek Mill,Wins & Losses (Deluxe)
124,Jhené Aiko,Chilombo (Deluxe Video Version)
125,Blxst,No Love Lost (Deluxe)
126,Post Malone,beerbongs & bentleys
127,J. Cole,2014 Forest Hills Drive
128,Jeriq,Hood Boy Dreams - EP
129,Ariana Grande,Positions (Deluxe Edition)
130,Offset,FATHER OF 4
131,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Deluxe)
132,Drake,Scorpion
133,Brymo,Yellow
134,J Hus,Common Sense
135,The Kid LAROI,F*CK LOVE (SAVAGE)
136,Drake,More Life
137,The Weeknd,Beauty Behind the Madness
138,Rihanna,ANTI (Deluxe)
139,Santi,Mandy & The Jungle
140,XXXTENTACION,?
141,Don Toliver,Heaven Or Hell
142,21 Savage & Metro Boomin,SAVAGE MODE II
143,Kodak Black,Dying to Live
