Position,artist,album
1,Dave,We're All Alone In This Together
2,Dangbana Republik & Bella Shmurda,High Tension 2.0
3,Lojay & Sarz,LV N ATTN - EP
4,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
5,Wizkid,Made In Lagos
6,Pop Smoke,Faith
7,Olamide,UY Scuti
8,Obongjayar & Sarz,Sweetness - EP
9,Yung Bleu,Moon Boy
10,Ruger,PANDEMIC - EP
11,Lil Baby & Lil Durk,The Voice of the Heroes
12,Doja Cat,Planet Her (Deluxe)
13,Burna Boy,Twice As Tall
14,Kida Kudz,TOP MEMBA
15,Migos,Culture III (Deluxe)
16,J. Cole,The Off-Season
17,The Kid LAROI,F*CK LOVE 3: OVER YOU
18,The Cavemen.,Roots
19,Polo G,Hall of Fame
20,Davido,A Better Time
21,Teni,WONDALAND
22,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
23,KCee & Okwesili Eze Group,Cultural Praise
24,Blaqbonez,Sex Over Love
25,Chike,Boo of the Booless
26,Burna Boy,African Giant
27,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
28,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
29,Lil Durk,The Voice (Deluxe)
30,Joeboy,Somewhere Between Beauty & Magic
31,Rexxie,A True Champion
32,Judikay,Man of Galilee
33,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
34,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
35,Elevation Worship & Maverick City Music,Old Church Basement
36,Laycon,...Shall We Begin...
37,J Hus,Big Conspiracy
38,Wizkid,Superstar
39,Fireboy DML,APOLLO
40,Tems,For Broken Ears
41,Rod Wave,SoulFly
42,DJ Khaled,KHALED KHALED
43,Roddy Ricch,Please Excuse Me For Being Antisocial
44,Davido,A Good Time
45,The Weeknd,After Hours
46,Fireboy DML,"Laughter, Tears & Goosebumps"
47,Olivia Rodrigo,SOUR
48,Jaywillz,Love or the Word (EP)
49,Tory Lanez,We Outside - EP
50,Lil Baby,My Turn (Deluxe)
51,Dave,PSYCHODRAMA
52,Omah Lay,Get Layd - EP
53,Dunsin Oyekan,The Gospel of the Kingdom
54,Bella Shmurda,High Tension
55,Travis Scott,ASTROWORLD
56,Olamide,Carpe Diem
57,Omah Lay,What Have We Done - EP
58,1da Banton,Original Vibe Machine
59,Pop Smoke,Meet the Woo 2 (Deluxe)
60,Juice WRLD,Legends Never Die (Video Version)
61,Wizkid,Ayo
62,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
63,Dagizah,Zero Your Mind - EP
64,SAINt JHN,Ghetto Lenny's Love Songs
65,Basketmouth,Yabasi
66,SAINt JHN,While the World Was Burning
67,Polo G,THE GOAT
68,Burna Boy,Outside
69,Gunna,WUNNA (Deluxe)
70,CKay,Boyfriend
71,Mercy Chinwo,SATISFIED
72,Unknown T,Adolescence
73,YoungBoy Never Broke Again,Top
74,Post Malone,Hollywood's Bleeding
75,Abra Cadabra,Product of My Environment
76,Amaarae,THE ANGEL YOU DON'T KNOW
77,GIVĒON,When It's All Said And Done... Take Time
78,Wizkid,Sounds From the Other Side
79,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
80,Oxlade,OXYGENE - EP
81,6LACK,East Atlanta Love Letter
82,Tribl & Maverick City Music,Tribl I
83,Kodak Black,Haitian Boy Kodak
84,Minister GUC,The Message
85,KSI,All Over The Place (Platinum VIP Edition)
86,KDDO,TOO LATE TOO LIT (EP)
87,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
88,Show Dem Camp,The Palmwine Express
89,Young Thug,BEAUTIFUL THUGGER GIRLS
90,Peruzzi,Rum & Boogie
91,Polo G,Die a Legend
92,Toosii,Platinum Heart (Deluxe)
93,Drake,Scorpion
94,Future,High Off Life
95,Blxst,No Love Lost (Deluxe)
96,MohBad,Light
97,Roddy Ricch,Feed Tha Streets ll
98,Maverick City Music,Jubilee: Juneteenth Edition
99,Billie Eilish,Happier Than Ever
100,Nasty C,Zulu Man With Some Power
