Position,song,artist,album
70,Lying,"Lil Baby, Lil Durk",The Voice of the Heroes
71,Reckless,Wizkid,Made In Lagos
72,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah - Single
73,Please,"Lil Baby, Lil Durk",The Voice of the Heroes
74,Bank on It,Burna Boy,Twice As Tall
75,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App - Single
76,a m a r i,J. Cole,The Off-Season
77,Infinity (feat. Omah Lay),Olamide,Carpe Diem
78,That\'s Facts,"Lil Baby, Lil Durk",The Voice of the Heroes
79,Door,"Joeboy, Kwesi Arthur",Door - Single
80,m y . l i f e,"J. Cole, 21 Savage, Morray",The Off-Season
81,If You Want To,"Lil Baby, Lil Durk",The Voice of the Heroes
82,Ordinary People,Tems,Ordinary People - Single
83,HEARTBREAK ANNIVERSARY,GIVON,HEARTBREAK ANNIVERSARY - Single
84,p r i d e . i s . t h e . d e v i l,"J. Cole, Lil Baby",The Off-Season
85,Ayewada,Barry Jhay,Ayewada - Single
86,No Stress,Wizkid,Made In Lagos
87,Real Life (feat. Stormzy),Burna Boy,Twice as Tall
88,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open - Single
89,Longtime (feat. Skepta),Wizkid,Made In Lagos
90,Okwaraji,Blaqbonez,Sex Over Love
91,Sweet One,Wizkid,Made In Lagos
92,RAPSTAR,Polo G,RAPSTAR - Single
93,Fendi (feat. Joeboy),Blaqbonez,Sex Over Love
94,Away,Ayra Starr,Ayra Starr - EP
95,Kilofese (feat. Mayorkun & Busiswa) [Remix],Zinoleesky,Kilofeshe (Remix) [feat. Mayorkun & Busiswa] - Single
96,Mighty Wine,Wizkid,Made In Lagos
97,True Love (feat. Tay Iwar & Projexx),Wizkid,Made In Lagos
98,Ruger,Ruger,PANDEMIC - EP
99,Holy Ground (feat. Nicki Minaj),Davido,A Better Time
100,Omemma,Judikay,Man of Galilee
