Position,artist,album
1,Drake,Certified Lover Boy
2,Wizkid,Made In Lagos: Deluxe Edition
3,Kanye West,Donda
4,Ayra Starr,19 & Dangerous
5,Johnny Drille,Before We Fall Asleep
6,Dave,We're All Alone In This Together
7,Troniq Music & Oxlade,Eclipse - EP
8,Tiwa Savage,Water & Garri - EP
9,Dangbana Republik & Bella Shmurda,High Tension 2.0
10,Lojay & Sarz,LV N ATTN - EP
11,Doja Cat,Planet Her (Deluxe)
12,Burna Boy,Twice As Tall
13,Lil Baby & Lil Durk,The Voice of the Heroes
14,Rod Wave,SoulFly (Deluxe Version)
15,Laime,If Summer Happened - EP
16,Ruger,PANDEMIC - EP
17,PsychoYP,Euphoria
18,Olamide,UY Scuti
19,Pop Smoke,Faith
20,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
21,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
22,The Cavemen.,Roots
23,J. Cole,The Off-Season
24,KCee & Okwesili Eze Group,Cultural Praise
25,Burna Boy,African Giant
26,Polo G,Hall of Fame
27,Davido,A Better Time
28,Chike,Boo of the Booless
29,Tems,For Broken Ears
30,Migos,Culture III (Deluxe)
31,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
32,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
33,Lil Durk,The Voice (Deluxe)
34,Judikay,Man of Galilee
35,YKB,Before I Blow
36,J Hus,Big Conspiracy
37,Elevation Worship & Maverick City Music,Old Church Basement
38,Blaqbonez,Sex Over Love
39,Liya,Alari - EP
40,Obongjayar & Sarz,Sweetness - EP
41,Roddy Ricch,Please Excuse Me For Being Antisocial
42,Fireboy DML,"Laughter, Tears & Goosebumps"
43,Fireboy DML,APOLLO
44,Nas,King's Disease II
45,Skepta,All In - EP
46,Lil Baby,My Turn (Deluxe)
47,Yung Bleu,Moon Boy
48,Imagine Dragons,Mercury - Act 1
49,Ria Sean,Fluid (EP)
50,Travis Scott,ASTROWORLD
51,Wizkid,Superstar
52,Billie Eilish,Happier Than Ever
53,Teni,WONDALAND
54,Bella Shmurda,High Tension
55,The Weeknd,After Hours
56,Juice WRLD,Legends Never Die (Video Version)
57,Trippie Redd,Trip At Knight (Complete Expanded Edition)
58,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
59,Laycon,...Shall We Begin...
60,Joeboy,Somewhere Between Beauty & Magic
61,Dunsin Oyekan,The Gospel of the Kingdom
62,Little Simz,Sometimes I Might Be Introvert
63,Mercy Chinwo,SATISFIED
64,Gunna,WUNNA (Deluxe)
65,Ayanfe,All That Matters
66,Basketmouth,Yabasi
67,Omah Lay,Get Layd - EP
68,Pop Smoke,Meet the Woo 2 (Deluxe)
69,Spinall,"Afromix, Ep. 2 (DJ Mix)"
70,Olivia Rodrigo,SOUR (Video Version)
71,Davido,A Good Time
72,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
73,6LACK,East Atlanta Love Letter
74,Victor AD,Nothing To Prove - EP
75,Polo G,THE GOAT
76,Rotimi,All or Nothing
77,Cheque,Bravo
78,Juice WRLD,Death Race for Love
79,Minister GUC,The Message
80,42 Dugg,Free Dem Boyz (Deluxe)
81,Lil Tecca,We Love You Tecca 2 (Deluxe)
82,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
83,Abra Cadabra,Product of My Environment
84,Young Thug,BEAUTIFUL THUGGER GIRLS
85,CKay,Boyfriend
86,SAINt JHN,Ghetto Lenny's Love Songs
87,DJ Khaled,KHALED KHALED
88,Omah Lay,What Have We Done - EP
89,Jackboy,Jackboy 2
90,Post Malone,Hollywood's Bleeding
91,OneRepublic,Human (Deluxe)
92,Amaarae,THE ANGEL YOU DON'T KNOW
93,Burna Boy,Outside
94,The Kid LAROI,F*CK LOVE 3+: OVER YOU
95,Olamide,Carpe Diem
96,Toosii,Platinum Heart (Deluxe)
97,Future,High Off Life
98,Wizkid,Ayo
99,Niinety9,Bodied Soul - EP
100,Drake,Dark Lane Demo Tapes
101,YoungBoy Never Broke Again,Top
102,Dave,PSYCHODRAMA
103,GIVĒON,When It's All Said And Done... Take Time
104,Travis Greene,Oil + Water
105,Oxlade,OXYGENE - EP
106,Not3s,3 Th3 Album
107,Wizkid,Sounds From the Other Side
108,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
109,Lil Nas X,MONTERO
110,SAINt JHN,While the World Was Burning
111,Polo G,Die a Legend
112,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Deluxe)
113,Sola Allyson,ÌRÌ (The Album Live)
114,The Spirituals,Black History Project (Live from London) - EP
115,Rexxie,A True Champion
116,Ayra Starr,Ayra Starr - EP
117,Tope Alabi,Yes and Amen
118,Maverick City Music,Jubilee: Juneteenth Edition
119,Drake,Scorpion
120,Show Dem Camp,The Palmwine Express
121,Lorde,Solar Power
122,Offset,FATHER OF 4
123,Jaywillz,Love or the Word (EP)
124,Drake,Views
125,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
126,Central Cee,Wild West
127,Post Malone,beerbongs & bentleys
128,J. Cole,2014 Forest Hills Drive
129,Kanye West,JESUS IS KING
130,Tribl & Maverick City Music,Tribl I
131,Blxst,No Love Lost (Deluxe)
132,Roddy Ricch,Feed Tha Streets ll
133,Mannywellz,Mirage
134,Drake,More Life
135,Kendrick Lamar,DAMN.
136,Kodak Black,Haitian Boy Kodak
137,NSG,Roots
138,Jon Bellion,The Human Condition
139,Asa,ASA (Asha) [Deluxe Edition]
140,21 Savage & Metro Boomin,SAVAGE MODE II
141,Beyoncé,The Lion King: The Gift [Deluxe Edition]
142,Brymo,Yellow
143,Lil Durk,Signed to the Streets 3
144,Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe)
145,Tion Wayne,Green With Envy
146,J Hus,Common Sense
147,Nasty C,Zulu Man With Some Power
148,Sia,This Is Acting (Deluxe Version)
149,Nasty C,Strings and Bling
150,Lil Tjay,Destined 2 Win
