Position,artist,album
1,Migos,Culture III
2,Polo G,Hall of Fame
3,Lojay & Sarz,LV N ATTN - EP
4,Lil Baby & Lil Durk,The Voice of the Heroes
5,Wizkid,Made In Lagos
6,Ruger,PANDEMIC - EP
7,J. Cole,The Off-Season
8,Wizkid,Superstar
9,Blaqbonez,Sex Over Love
10,Burna Boy,Twice As Tall
11,Maroon 5,JORDI (Deluxe)
12,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
13,Joeboy,Somewhere Between Beauty & Magic
14,Davido,A Better Time
15,Kodak Black,Happy Birthday Kodak - EP
16,Chike,Boo of the Booless
17,Elevation Worship & Maverick City Music,Old Church Basement
18,The Cavemen.,Roots
19,Laycon,...Shall We Begin...
20,DJ Khaled,KHALED KHALED
21,Teni,WONDALAND
22,KCee & Okwesili Eze Group,Cultural Praise
23,Olivia Rodrigo,SOUR
24,Judikay,Man of Galilee
25,Amaarae,THE ANGEL YOU DON\'T KNOW
26,Burna Boy,African Giant
27,Post Malone,Hollywood\'s Bleeding
28,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
29,J Hus,Big Conspiracy
30,The Weeknd,After Hours (Deluxe Video Album)
31,Wizkid,Ayo
32,Kodak Black,Haitian Boy Kodak
33,Lil Durk,Just Cause Y\'all Waited 2 (Deluxe)
34,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
35,Fireboy DML,APOLLO
36,KDDO,TOO LATE TOO LIT (EP)
37,Pi\'erre Bourne,The Life Of Pi\'erre 5
38,Bella Shmurda,High Tension
39,Tems,For Broken Ears
40,Dunsin Oyekan,The Gospel of the Kingdom
41,Lil Durk,The Voice (Deluxe)
42,Roddy Ricch,Please Excuse Me For Being Antisocial
43,Olamide,Carpe Diem
44,Rod Wave,SoulFly
45,Basketmouth,Yabasi
46,Tomi Thomas,Hopeless Romantic - EP
47,Peruzzi,Rum & Boogie
48,CKay,Boyfriend
49,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
50,Nicki Minaj,Beam Me Up Scotty
51,Erigga,Before the Chaos-EP
52,Travis Scott,ASTROWORLD
53,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
54,Omah Lay,What Have We Done - EP
55,Pop Smoke,Meet the Woo 2 (Deluxe)
56,Juice WRLD,Legends Never Die (Video Version)
57,Central Cee,Wild West
58,Fireboy DML,"Laughter, Tears & Goosebumps"
59,Omah Lay,Get Layd - EP
60,Dremo & Jeriq,Ea$t N We$t - EP
61,Lil Baby,My Turn (Deluxe)
62,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
63,Abra Cadabra,Product of My Environment
64,Polo G,THE GOAT
65,6LACK,East Atlanta Love Letter
66,Mercy Chinwo,SATISFIED
67,Wizkid,Sounds From the Other Side
68,SAINt JHN,Ghetto Lenny's Love Songs
69,Gunna,WUNNA (Deluxe)
70,Davido,A Good Time
71,Oxlade,OXYGENE - EP
72,SAINt JHN,While the World Was Burning
73,Moneybagg Yo,A Gangsta's Pain
74,GIVĒON,When It's All Said And Done... Take Time
75,Burna Boy,Outside
76,King Perryy,Citizen of the World
77,Young M.A,Off the Yak
78,Toosii,Platinum Heart (Deluxe)
79,Billie Eilish,Happier Than Ever
80,Jorja Smith,Be Right Back
81,Juice WRLD,Death Race for Love
82,Ayra Starr,Ayra Starr - EP
83,Drake,Scorpion
84,Summer Walker,Over It
