Position,artist,album
1,Olamide,UY Scuti
2,Lojay & Sarz,LV N ATTN - EP
3,Migos,Culture III (Deluxe)
4,Wizkid,Made In Lagos
5,Lil Baby & Lil Durk,The Voice of the Heroes
6,Polo G,Hall of Fame
7,Ruger,PANDEMIC - EP
8,J. Cole,The Off-Season
9,Burna Boy,Twice As Tall
10,Blaqbonez,Sex Over Love
11,H.E.R.,Back of My Mind (Apple Music Edition)
12,Teni,WONDALAND
13,Judikay,Man of Galilee
14,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
15,Elevation Worship & Maverick City Music,Old Church Basement
16,Maroon 5,JORDI (Deluxe)
17,Maverick City Music,Jubilee: Juneteenth Edition
18,KCee & Okwesili Eze Group,Cultural Praise
19,Joeboy,Somewhere Between Beauty & Magic
20,Chike,Boo of the Booless
21,The Cavemen.,Roots
22,Davido,A Better Time
23,Laycon,...Shall We Begin...
24,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
25,Olivia Rodrigo,SOUR
26,Lil Durk,Just Cause Y\'all Waited 2 (Deluxe)
27,DJ Khaled,KHALED KHALED
28,Burna Boy,African Giant
29,Lil Durk,The Voice (Deluxe)
30,Wizkid,Superstar
31,Dunsin Oyekan,The Gospel of the Kingdom
32,The Weeknd,After Hours
33,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
34,Bella Shmurda,High Tension
35,J Hus,Big Conspiracy
36,Rod Wave,SoulFly
37,Fireboy DML,APOLLO
38,Amaarae,THE ANGEL YOU DON\'T KNOW
39,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
40,Tems,For Broken Ears
41,KDDO,TOO LATE TOO LIT (EP)
42,Olamide,Carpe Diem
43,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
44,Kodak Black,Haitian Boy Kodak
45,CKay,Boyfriend
46,Peruzzi,Rum & Boogie
47,Roddy Ricch,Please Excuse Me For Being Antisocial
48,Unfoonk & Young Stoner Life,My Struggle
49,Juice WRLD,Legends Never Die (Video Version)
50,Central Cee,Wild West
51,Basketmouth,Yabasi
52,Lil Baby,My Turn (Deluxe)
53,Travis Scott,ASTROWORLD
54,Erigga,Before the Chaos-EP
55,Mercy Chinwo,SATISFIED
56,Omah Lay,What Have We Done - EP
57,Post Malone,Hollywood's Bleeding
58,6LACK,East Atlanta Love Letter
59,Gunna,WUNNA (Deluxe)
60,Suté Iwar,199X
61,Wizkid,Ayo
62,Omah Lay,Get Layd - EP
63,SAINt JHN,While the World Was Burning
64,Pop Smoke,Meet the Woo 2 (Deluxe)
65,SAINt JHN,Ghetto Lenny's Love Songs
66,Peruzzi,The Leaktape - EP
67,Kodak Black,Happy Birthday Kodak - EP
68,Nicki Minaj,Beam Me Up Scotty
69,Fireboy DML,"Laughter, Tears & Goosebumps"
70,Dremo & Jeriq,Ea$t N We$t - EP
71,Hugo P,Resurrection
72,GIVĒON,When It's All Said And Done... Take Time
73,Wizkid,Sounds From the Other Side
74,Davido,A Good Time
75,Burna Boy,Outside
76,Polo G,THE GOAT
77,Abra Cadabra,Product of My Environment
78,Minister GUC,The Message
79,Spinall,"Afromix, Ep. 1 (DJ Mix)"
80,Santi,Mandy & The Jungle
81,Oxlade,OXYGENE - EP
82,Toosii,Platinum Heart (Deluxe)
83,Jorja Smith,Be Right Back
84,Young Thug,BEAUTIFUL THUGGER GIRLS
85,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
86,Billie Eilish,Happier Than Ever
87,Nasty C,Zulu Man With Some Power
88,Ayra Starr,Ayra Starr - EP
89,Asa,ASA (Asha) [Deluxe Edition]
90,Juice WRLD,Death Race for Love
91,YoungBoy Never Broke Again,Top
92,Pi'erre Bourne,The Life Of Pi'erre 5
93,Runtown,Sound God Fest Reloaded
94,King Perryy,Citizen of the World
95,Polo G,Die a Legend
96,Jhené Aiko,Chilombo (Deluxe Video Version)
97,Internet Money,B4 The Storm
98,Angelique Kidjo,Mother Nature
99,Future,High Off Life
100,Young M.A,Off the Yak
101,Kida Kudz,TOP MEMBA
102,Moneybagg Yo,A Gangsta's Pain
103,J. Cole,2014 Forest Hills Drive
104,Moses Bliss,Too Faithful
105,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Deluxe)
106,Summer Walker,Over It
107,AURORA,All My Demons Greeting Me as a Friend
108,Jon Bellion,The Human Condition
109,The Weeknd,Starboy
110,Show Dem Camp,The Palmwine Express
111,Khalid,Free Spirit
112,Jeriq,Hood Boy Dreams - EP
113,Kendrick Lamar,DAMN.
114,Tope Alabi,Yes and Amen
115,Lil Tjay,Destined 2 Win
116,Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe)
117,Jaywillz,Love or the Word (EP)
118,Meek Mill,Wins & Losses (Deluxe)
119,J Hus,Common Sense
120,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
121,Rihanna,ANTI (Deluxe)
122,Post Malone,beerbongs & bentleys
123,Dave,PSYCHODRAMA
124,NSG,Roots
125,Mannywellz,Mirage
126,Brymo,Yellow
127,Toosii,Thank You For Believing
128,Drake,Dark Lane Demo Tapes
129,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)"
130,Don Toliver,Heaven Or Hell
131,Roddy Ricch,Feed Tha Streets ll
132,Khalid,American Teen
133,M.I Abaga,MI 2: The Movie
134,Masego,Studying Abroad: Extended Stay
135,Nathaniel Bassey,The King Is Coming
136,Sam Smith,Love Goes
137,Drake,Scorpion
138,Offset,FATHER OF 4
139,XXXTENTACION,?
140,Sola Allyson,ÌRÌ (The Album Live)
141,Blxst,No Love Lost (Deluxe)
142,Gucci Mane,Ice Daddy
143,Tomi Thomas,Hopeless Romantic - EP
144,21 Savage & Metro Boomin,SAVAGE MODE II
145,Chris Brown,Indigo (Extended)
146,Kodak Black,Dying to Live
147,MohBad,Light
148,Jacob Banks,Village
149,SAINt JHN,Collection One
150,SZA,Ctrl
