Position,song,artist,album
34,Somebody Baby,"Davido, Peruzzi",Rum & Boogie
35,Antisocial (feat. Juice WRLD),Migos,Culture III
36,Type Shit,"Migos, Cardi B",Culture III
37,Loved By You (feat. Burna Boy),Justin Bieber,Justice
38,Bounse,Rema,Bounce - Single
39,Epidemic,Polo G,Hall of Fame
40,Early Momo (feat. GoodGirl LA),Vector,Early Momo (feat. GoodGirl LA) - Single
41,Running (To You),"Chike, Simi",Running (To You) - Single
42,Voice of the Heroes,"Lil Baby, Lil Durk",The Voice of the Heroes
43,Bank On It,Burna Boy,Twice As Tall
44,Picasso,"Migos, Future",Culture III
45,Modern Day,Migos,Culture III
46,23,Burna Boy,Twice As Tall
47,For the Love of New York,"Polo G, Nicki Minaj",Hall of Fame
48,World,"Dangbana Republik, Bella Shmurda",World - Single
49,Hats Off,"Lil Baby, Lil Durk, Travis Scott",The Voice of the Heroes
50,Peaches (feat. Daniel Caesar & GIV\xc4\x92ON),Justin Bieber,Justice
51,Abu Dhabi,Ruger,PANDEMIC - EP
52,The Best (feat. Mayorkun),Davido,A Better Time
53,Rush,"Dangbana Republik, Bella Shmurda",Rush - Single
54,Light It Up,"Migos, Pop Smoke",Culture III
55,FOR YOU (feat. Davido),Teni,WONDALAND
56,Godly,Omah Lay,What Have We Done - EP
57,GANG GANG,"Polo G, Lil Wayne",Hall of Fame
58,Painting Pictures,Polo G,Hall of Fame
59,Vaccine,Migos,Culture III
60,Reckless,Wizkid,Made In Lagos
61,Birthday,Migos,Culture III
62,Oliver Twist,ArrDee,Oliver Twist - Single
63,High Way,"DJ Kaywise, Phyno",High Way - Single
64,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,Hallelu (feat. Bella Shmurda & Zlatan) - Single
65,What You See,"Migos, Justin Bieber",Culture III
66,Way Too Big,Burna Boy,Twice As Tall
67,No Return (feat. The Kid LAROI & Lil Durk),Polo G,Hall of Fame
68,Kilofeshe,Zinoleesky,Kilofeshe - Single
69,Jowo,Davido,A Better Time
70,INJURE ME,Teni,WONDALAND
71,Too Correct,"Crayon, Rema",Twelve A.M - EP
72,Fame & Riches (feat. Roddy Ricch),Polo G,Hall of Fame
73,Rich Off Pain,"Lil Baby, Lil Durk, Rod Wave",The Voice of the Heroes
74,Commitment Issues,Central Cee,Wild West
75,Kpk (Ko Por Ke),"Rexxie, MohBad",Kpk (Ko Por Ke) - Single
76,Jane,Migos,Culture III
77,No Stress,Wizkid,Made In Lagos
78,PEPE,"L.A.X, Davido",PEPE - Single
79,Black Hearted,Polo G,Hall of Fame
80,Infinity (feat. Omah Lay),Olamide,Carpe Diem
81,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App - Single
82,Ayewada,Barry Jhay,Ayewada - Single
83,Longtime (feat. Skepta),Wizkid,Made In Lagos
84,Clueless (feat. Pop Smoke & Fivio Foreign),Polo G,Hall of Fame
85,Park O X3,"Lojay, Sarz",LV N ATTN - EP
86,Real Life (feat. Stormzy),Burna Boy,Twice As Tall
87,Sweet One,Wizkid,Made In Lagos
88,Roadrunner,Migos,Culture III
89,Panty!,"Lojay, Sarz",LV N ATTN - EP
90,Toxic,Polo G,Hall of Fame
91,Mighty Wine,Wizkid,Made In Lagos
92,Time For Me,Migos,Culture III
93,Mahomes,Migos,Culture III
94,True Love (feat. Tay Iwar & Projexx),Wizkid,Made In Lagos
95,2040,"Lil Baby, Lil Durk",The Voice of the Heroes
96,Why Not,Migos,Culture III
97,Okwaraji,Blaqbonez,Sex Over Love
98,Piece of Me (feat. Ella Mai),Wizkid,Made In Lagos
99,HEARTBREAK ANNIVERSARY,GIV\xc4\x92ON,HEARTBREAK ANNIVERSARY - Single
100,Who I Want,"Lil Baby, Lil Durk",The Voice of the Heroes
