Position,artist,album
1,Lil Baby,The Voice of the Heroes
2,Lojay,LV N ATTN
3,The Cavemen.,ROOTS
4,Ruger,PANDEMIC
5,G4 Boyz,Scam
6,Olivia Rodrigo,SOUR
7,J. Cole,The Off-Season
8,DJ Khaled,KHALED KHALED
9,Burna Boy,African Giant
10,NF,The Search
11,J Hus,Big Conspiracy
12,Judikay,Man Of Galilee
13,Burna Boy,Twice As Tall
14,Nasty C,Zulu Man With Some Power
15,Bella Shmurda,High Tension
16,XXXTentacion,17
17,Lil Uzi Vert,Lil Uzi Vert vs. The World
18,Travis Scott,ASTROWORLD
19,DaVido,A Better Time
20,Burna Boy,Outside
21,Nasty C,Strings And Bling
22,Blaqbonez,Sex Over Love
23,POLO G,Die A Legend
24,Offset,FATHER OF 4
25,Dave,PSYCHODRAMA
26,Juice Wrld,Death Race For Love
27,2Face Idibia,Face 2 Face
28,Sarz,I LOVE GIRLS WITH TROBUL
29,Roddy Ricch,Please Excuse Me for Being Antisocial
30,Mannywellz,Mirage
31,DaVido,Best Of Davido
32,Wizkid,Made In Lagos
33,Tomi Thomas,Hopeless Romantic
34,Twenty One Pilots,Scaled And Icy
35,NF,CLOUDS (THE MIXTAPE)
36,Central Cee,Wild West
37,Justin Bieber,Justice (Triple Chucks Deluxe)
38,Timaya,True Story
39,Corizo,Chronicles of CORIZO
40,Khalid,American Teen
41,SAINt JHN,While The World Was Burning
42,Lil Baby,Perfect Timing
43,amaarae,THE ANGEL YOU DON'T KNOW
44,DMX,Exodus
45,Judikay,Man Of Galilee (Live)
46,Kodak Black,Haitian Boy Kodak
47,Jay-Z,4:44
48,Fireboy Dml,APOLLO
49,Sleepy Hallow,Still Sleep?
50,Zoe Wees,Golden Wings
51,Nicki Minaj,Beam Me Up Scotty
52,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
53,Various Artists,Gully (Original Motion Picture Soundtrack)
54,KCee,Cultural Praise
55,Rod Wave,SoulFly
56,Kendrick Lamar,To Pimp A Butterfly
57,Falz,Moral Instruction
58,Kenny G,Greatest Hits
59,Giveon,When It's All Said And Done... Take Time
60,Various Artists,Let It Shine (Original Soundtrack)
61,Jon Bellion,Glory Sound Prep
62,Rema,Rema Freestyle EP
63,Drake,Care Package
64,Chike,Boo of the Booless
65,Dax,I'll Say It For You
66,Mercy Chinwo,SATISFIED
67,Giveon,TAKE TIME
68,POLO G,THE GOAT
69,Cheque,Razor
70,Various Artists,Home (Original Motion Picture Soundtrack)
71,Dave,Game Over
72,6lack,East Atlanta Love Letter
73,Westlife,Greatest Hits
74,Post Malone,beerbongs & bentleys
75,Young M.A,Off the Yak
76,Jorja Smith,Be Right Back
77,Lil Tjay,Destined 2 Win
78,2Face Idibia,Grass 2 Grace
79,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)"
80,Burna Boy,L.I.F.E - Leaving an Impact for Eternity (Deluxe Edition)
81,Peruzzi,Rum & Boogie
82,Jhen\u00e9 Aiko,Sailing Soul(s)
83,Washington Choral Arts Society,Life Up Your Voice: Hymns of Charles Wesley
84,J. Cole,KOD
85,A\u1e63a,Bed of Stone
86,Estee Nack,"#Minimansiondust, Vol. 4"
87,Pierre Fournier,Fran\u00e7ois Couperin - Antonio Vivaldi - Carl Philipp Emanuel Bach - Johann Sebastian Bach
88,Erigga,Before the Chaos-EP
89,AJ Tracey,Flu Game
90,Adina Howard,The Second Coming
91,Patoranking,Wilmer
92,Lil Tjay,True 2 Myself
93,Brent Faiyaz,Lost
94,Sheff G,One and Only
95,Lana Del Rey,Honeymoon
96,Bastille,DRINK.
97,Justin Bieber,Justice
98,Rick Ross,"God Forgives, I Don't"
99,Snow Patrol,A Hundred Million Suns
100,King Sunny Ade,Seven Degrees North
