Position,artist,album
1,Lil Baby,The Voice of the Heroes
2,POLO G,Hall of Fame
3,Lojay,LV N ATTN
4,Ruger,PANDEMIC
5,The Cavemen.,ROOTS
6,Wizkid,Made In Lagos
7,G4 Boyz,Scam
8,Olivia Rodrigo,SOUR
9,Justin Bieber,Justice
10,J Hus,Big Conspiracy
11,Burna Boy,Twice As Tall
12,Blaqbonez,Sex Over Love
13,Alan Walker,Different World
14,Burna Boy,African Giant
15,Jon Bellion,The Human Condition
16,J. Cole,The Off-Season
17,Burna Boy,Outside
18,Nasty C,Strings And Bling
19,Juice Wrld,Goodbye & Good Riddance
20,Rema,Rema Freestyle EP
21,Roddy Ricch,Please Excuse Me for Being Antisocial
22,Damian Marley,Distant Relatives
23,Pop Smoke,Shoot For The Stars Aim For The Moon
24,The Weeknd,Starboy
25,Lucky Dube,Best Of
26,Nasty C,Zulu Man With Some Power
27,Westlife,Greatest Hits
28,DJ Khaled,KHALED KHALED
29,Jorja Smith,Be Right Back
30,Peruzzi,Rum & Boogie
31,Various Artists,Let It Shine (Original Soundtrack)
32,Travis Scott,Rodeo (Expanded Edition)
33,D'banj,Entertainer
34,Joeboy,Somewhere Between Beauty & Magic
35,J. Cole,KOD
36,Central Cee,Wild West
37,Nipsey Hussle,Victory Lap
38,Yung L,Yaadman Kingsize
39,Brymo,O\u1e63\u00f3
40,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
41,Lil Tjay,Destined 2 Win
42,Chika,ONCE UPON A TIME
43,Eminem,Recovery
44,L.A.X,ZaZa Vibes
45,Ayra Starr,Ayra Starr
46,Megan Thee Stallion,Good News
47,Pi'Erre Bourne,The Life Of Pi'erre 5
48,Tomi Thomas,Hopeless Romantic
49,Twenty One Pilots,Scaled And Icy
50,Diet Trash,Addictive Surface
51,Kholi,Stones To Diamonds
52,Teni,WONDALAND
53,Giveon,When It's All Said And Done... Take Time
54,Justin Bieber,Purpose (Deluxe)
55,J. Cole,Friday Night Lights
56,Rema,Rema
57,Cruel Santino,Mandy & The Jungle
58,Chris Brown,Indigo
59,Kendrick Lamar,Section.80
60,Sarz,I LOVE GIRLS WITH TROBUL
61,Kanye West,JESUS IS KING
62,JACKBOYS,JACKBOYS
63,Bella Shmurda,High Tension
64,Brymo,Yellow
65,POLO G,THE GOAT
66,prettyboydo,Wildfire
67,Reminisce,Baba Hafusa
68,Kizz Daniel,King Of Love
69,Cheque,Razor
70,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
71,Various Artists,TikTok Songs
72,Adekunle Gold,"Afro Pop, Vol. 1"
73,Jon Bellion,Translations Through Speakers
74,Ed Sheeran,\u00f7 (Deluxe)
75,Khalid,American Teen
76,Young Thug,Beautiful Thugger Girls
77,Wizkid,Sounds From The Other Side
78,Migos,Culture II
79,Trippie Redd,LIFE'S A TRIP
80,Westlife,Coast To Coast
81,Internet money,B4 The Storm (Complete Edition)
82,Abra Cadabra,Product of My Environment
83,Lil Gotit,Top Chef Gotit
84,DMX,Exodus
85,Era,The Essential
86,Elevation Worship,Old Church Basement
87,2Face Idibia,Grass 2 Grace
88,Ed Sheeran,x (Deluxe Edition)
89,Hillsong Worship,No Other Name
90,DaVido,Best Of Davido
91,Kitaro,The Best of Ten Years / 1976-1986
92,Angeloh,Love Child 3
93,Krept & Konan,7 Days
94,Lalo Schifrin,Latin Jazz Suite
95,J.I the Prince of N.Y,Hood Life Krisis Vol. 2
96,Ignis Brothers,The Cost of Our Lives
97,Riky Rick,Stay Shining - EP
98,Donnie McClurkin,Live in London and More ..
99,Odumodublvck,Time & Chance
100,Jidenna,85 to Africa
