Position,artist,album
1,Migos,Culture III
2,POLO G,Hall of Fame
3,Maroon 5,JORDI (Deluxe)
4,Kodak Black,Happy Birthday Kodak
5,Lojay,LV N ATTN
6,Lil Baby,The Voice of the Heroes
7,Ruth B.,Moments in Between
8,Wizkid,Made In Lagos
9,Ruger,PANDEMIC
10,Marshmello,Shockwave
11,Todd Dulaney,Anthems & Glory (Live)
12,Pi'Erre Bourne,The Life Of Pi'erre 5
13,Burna Boy,Twice As Tall
14,J. Cole,The Off-Season
15,Migos,Culture II
16,Juice Wrld,Legends Never Die
17,prettyboydo,Living In Bondage
18,Burna Boy,African Giant
19,POLO G,THE GOAT
20,Joeboy,Somewhere Between Beauty & Magic
21,Central Cee,Wild West
22,Blaqbonez,Sex Over Love
23,Chike,Boo of the Booless
24,QC,Culture III
25,The Cavemen.,ROOTS
26,NF,CLOUDS (THE MIXTAPE)
27,DaVido,A Better Time
28,Jorja Smith,Be Right Back
29,DJ Khaled,KHALED KHALED
30,G4 Boyz,Scam
31,Olivia Rodrigo,SOUR
32,Lil Baby,My Turn (Deluxe)
33,CKay,Boyfriend
34,Kodak Black,Haitian Boy Kodak
35,Blezed,Better Days
36,Corizo,Chronicles of CORIZO
37,Wizkid,Sounds From The Other Side
38,Roddy Ricch,Please Excuse Me for Being Antisocial
39,Drake,Dark Lane Demo Tapes
40,Justin Bieber,Justice
41,Peruzzi,Rum & Boogie
42,Jon Bellion,The Human Condition
43,Twenty One Pilots,Blurryface
44,Lil Gotit,Top Chef Gotit
45,Wizkid,Superstar
46,Metro Boomin,NOT ALL HEROES WEAR CAPES
47,Young Stoner Life,Slime Language 2 (Deluxe)
48,Takeoff,The Last Rocket
49,Eminem,Music To Be Murdered By - Side B (Deluxe Edition)
50,KDDO,TOO LATE TOO LIT (EP)
51,Tomi Thomas,Hopeless Romantic
52,6lack,East Atlanta Love Letter
53,Stormzy,Gang Signs & Prayer
54,Rod Wave,SoulFly
55,Mychelle,Closure
56,Dremo,Ea$t N We$t
57,Young M.A,Off the Yak
58,SLIMN Major,Synergy
59,Kamal.,war outside
60,Travis Scott,ASTROWORLD
61,SAINt JHN,While The World Was Burning
62,Laycon,...Shall We Begin...
63,AURORA,All My Demons Greeting Me as a Friend
64,King Perryy,CITIZEN OF THE WORLD
65,Justin Bieber,Justice (Triple Chucks Deluxe)
66,Kanye West,The Life Of Pablo
67,Erigga,Before the Chaos-EP
68,Nicki Minaj,Beam Me Up Scotty
69,\u00bfT\u00e9o?,Sol
70,Sirius Ubah,Squared Vibe
71,Jorja Smith,Lost & Found
72,A\u1e63a,Asa (Asha)
73,Michael Jackson,Michael Jackson's This Is It
74,Dave,PSYCHODRAMA
75,Juice Wrld,Death Race For Love
76,POLO G,Die A Legend
77,NF,The Search
78,Lady Donli,Enjoy Your Life
79,Tems,For Broken Ears
80,Rema,Bad Commando
81,DaVido,A Good Time
82,Starboy,SoundMan Vol. 1
83,D'banj,D'banj Essentials
84,Bella Shmurda,High Tension
85,Brymo,Yellow
86,Gunna,WUNNA
87,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
88,Rema,Rema Compilation
89,Judikay,Man Of Galilee
90,DaBaby,My Brother\u2019s Keeper (Long Live G)
91,Giveon,When It's All Said And Done... Take Time
92,Lana Del Rey,Chemtrails Over The Country Club
93,Pete & Bas,Quick Little Mixtape
94,Hillsong UNITED,Empires
95,Alan Walker,Different World
96,Kodak Black,Dying to Live
97,Burna Boy,L.I.F.E - Leaving an Impact for Eternity (Deluxe Edition)
98,6lack,FREE 6LACK (Bonus Track Version)
99,Various Artists,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)
100,Olamide,Baddest Guy Ever Liveth
