Position,artist,album
1,Olamide,UY Scuti
2,Migos,Culture III
3,Lojay,LV N ATTN
4,POLO G,Hall of Fame
5,Maverick City Music,Jubilee: Juneteenth Edition
6,Maroon 5,JORDI (Deluxe)
7,H.E.R.,Back of My Mind
8,Lil Baby,The Voice of the Heroes
9,POLO G,Hall of Fame
10,Wizkid,Made In Lagos
11,Joeboy,Somewhere Between Beauty & Magic
12,Blaqbonez,Sex Over Love
13,Peruzzi,The Leaktape
14,Fireboy Dml,"Laughter, Tears & Goosebumps"
15,Central Cee,Wild West
16,Dremo,Ea$t N We$t
17,Erigga,Before the Chaos-EP
18,Jacob Banks,Village
19,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
20,Justin Bieber,Justice
21,Lil Tjay,Destined 2 Win
22,XXXTentacion,17
23,Juice Wrld,Death Race For Love
24,J Hus,Big Conspiracy
25,Bella Shmurda,High Tension
26,Roddy Ricch,Please Excuse Me for Being Antisocial
27,Burna Boy,Twice As Tall
28,Teni,WONDALAND
29,Ruger,PANDEMIC
30,Giveon,When It's All Said And Done... Take Time
31,Elevation Worship,Old Church Basement
32,Rod Wave,SoulFly
33,NF,CLOUDS (THE MIXTAPE)
34,Justin Bieber,Justice (Triple Chucks Deluxe)
35,Wizkid,Sounds From The Other Side
36,Gucci Mane,Ice Daddy
37,Kendrick Lamar,DAMN.
38,Tomi Thomas,Hopeless Romantic
39,Emtee,LOGAN
40,J. Cole,The Off-Season
41,Travis Scott,Birds In The Trap Sing McKnight
42,Phyno,The PlayMaker
43,KCee,Cultural Praise
44,Guvna B,Everywhere + Nowhere (Black Edition Deluxe)
45,Masego,Studying Abroad: Extended Stay
46,Lucky Dube,Best Of
47,Solomon Lange,Grateful
48,Travis Scott,ASTROWORLD
49,50 Cent,Get Rich Or Die Tryin'
50,Era,Era I 2002
51,Ang\u00e9lique Kidjo,Mother Nature
52,Todd Dulaney,Anthems & Glory (Live)
53,XXXTentacion,?
54,Stormzy,Gang Signs & Prayer
55,Justin Bieber,Purpose
56,DaVido,Best Of Davido
57,Gunna,Drip or Drown 2
58,Burna Boy,African Giant
59,Post Malone,Hollywood's Bleeding
60,CKay,CKay The First
61,Kanye West,JESUS IS KING
62,Chike,Boo of the Booless
63,Eminem,Music To Be Murdered By
64,A\u1e63a,Lucid
65,Show Dem Camp,The Palmwine Express
66,Don Toliver,Heaven Or Hell
67,Raleigh Ritchie,Andy
68,Lil Tjay,State of Emergency
69,Powfu,poems of the past
70,POLO G,THE GOAT
71,Sola Allyson,\u00ccR\u00cc (The Album Live) (Live)
72,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
73,Adele,21
74,Nasty C,Zulu Man With Some Power
75,Dat Nigga Raw,Everything Remains Raw
76,Ayra Starr,Ayra Starr
77,Basketmouth,Yabasi
78,Evangelist Ojo Ade,Tu'ju Ka
79,Abra Cadabra,Product of My Environment
80,SAINt JHN,While The World Was Burning
81,Peruzzi,Rum & Boogie
82,Future,HNDRXX
83,Young M.A,Off the Yak
84,Burna Boy,Outside
85,Imagine Dragons,Evolve
86,Lil Kesh,YAGI (Young and Getting It)
87,Olamide,Baddest Guy Ever Liveth
88,Wizkid,Superstar
89,Olamide,Lagos Nawa!
90,Lady Gaga,A Star Is Born Soundtrack
91,DMX,The Best Of DMX
92,Drake,Take Care (Deluxe)
93,Various Artists,Joyful Noise
94,Digga D,Made In The Pyrex
95,Immortal Technique,"Revolutionary, Vol. 1"
96,Kida Kudz,Nasty
97,Various Artists,Amapiano Mix
98,Eli-J,The Country Side of Heaven
99,Fela Kuti,Finding Fela
100,Morgan,Nigerian Gospel Music
