Position,artist,album
1,Ayra Starr,19 & Dangerous
2,Troniq Music,Eclipse
3,Lojay,LV N ATTN
4,Liya,Alari
5,Dave,We're All Alone In This Together
6,Burna Boy,Twice As Tall
7,Lil Baby,My Turn (Deluxe)
8,Obongjayar,Sweetness
9,Ruger,PANDEMIC
10,YNW Melly,Just A Matter of Slime
11,Omah lay,Get Layd
12,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
13,DaVido,A Better Time
14,Doja Cat,Planet Her (Deluxe)
15,Doja Cat,Planet Her
16,Tems,For Broken Ears
17,Olamide,UY Scuti
18,POLO G,Hall of Fame
19,Starboy,SoundMan Vol. 1
20,DaVido,Best Of Davido
21,Pop Smoke,Faith
22,The Cavemen.,ROOTS
23,Nasty C,Zulu Man With Some Power
24,The Kid Laroi,F*CK LOVE 3: OVER YOU
25,Ayra Starr,Ayra Starr
26,Wizkid,Superstar
27,blackbear,misery lake
28,Yung Bleu,Moon Boy
29,Blaqbonez,Sex Over Love
30,Shiloh Dynasty,Love Is the Same as Sadness
31,Moelogo,Itheep
32,Mannywellz,Mirage
33,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
34,Justin Bieber,Freedom.
35,Sarz,I LOVE GIRLS WITH TROBUL
36,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
37,Adekunle Gold,"Afro Pop, Vol. 1"
38,J Hus,Common Sense
39,Burna Boy,Outside
40,Dagrin,C.E.O
41,Trippie Redd,Trip At Knight
42,Justin Bieber,Justice
43,Billie Eilish,Happier Than Ever
44,Dangbana Republik,High Tension 2.0
45,Lil Baby,The Voice of the Heroes
46,Wizkid,Ayo
47,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording)
48,Omah lay,What Have We Done
49,Bruno Mars,24K Magic
50,Kendrick Lamar,DAMN.
51,Rod Wave,SoulFly
52,Elevation Worship,Old Church Basement
53,Falz,27
54,Wizkid,Made In Lagos
55,Olamide,Baddest Guy Ever Liveth
56,Nasty C,Strings And Bling
57,Sarz,Sinym (Sarz Is Not Your Mate)
58,Bob Marley & The Wailers,Legend - The Best Of Bob Marley And The Wailers
59,Young Thug,On the Run
60,Lil Baby,Street Gossip
61,A Boogie Wit da Hoodie,Hoodie SZN
62,Alan Walker,Different World
63,The Weeknd,The Highlights
64,Dunsin Oyekan,The Gospel of the Kingdom
65,LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD (feat. Sia, Diplo & Labrinth)"
66,Kevin Gates,Only The Generals Part II
67,Burna Boy,African Giant
68,NF,CLOUDS (THE MIXTAPE)
69,Fireboy Dml,"Laughter, Tears & Goosebumps"
70,Roddy Ricch,Please Excuse Me for Being Antisocial
71,Blxckie,B4Now (Deluxe)
72,Stormzy,Heavy Is The Head
73,Chike,Boo of the Booless
74,Michael Jackson,Thriller
75,Dax,I'll Say It For You
76,Corizo,Dead Rose
77,DJ Khaled,KHALED KHALED
78,CKay,Boyfriend
79,Nas,King's Disease II
80,Oxlade,OXYGENE
81,Zahara,Nqaba Yam
82,Labrinth,Euphoria (Original Score from the HBO Series)
83,Abra Cadabra,Product of My Environment
84,Ice Prince,Everybody Loves Ice Prince
85,ABBA,Thank You For The Music
86,Basketmouth,Yabasi
87,Phyno,No Guts No Glory
88,Ludovico Einaudi,Seven Days Walking
89,Migos,Culture III
90,Juice Wrld,Legends Never Die
91,Wande Coal,Realms
92,Daniel Son,Dirty Dishes
93,CDQ,See The Queue
94,Playboi Carti,Whole Lotta Red
95,Bastille,DRINK.
96,Immortal Technique,The 3rd World
97,Various Artists,Sad Songs
98,Tomi Thomas,Hopeless Romantic
99,Whoisakin,Full Moon Weekends
100,the Cavemen,The Essential Cavemen
