Position,artist,album
1,Dangbana Republik,High Tension 2.0
2,Olamide,UY Scuti
3,Jaywillz,Love or the Word (EP)
4,Ruger,PANDEMIC
5,DaVido,A Good Time
6,Burna Boy,African Giant
7,Burna Boy,Outside
8,Various Artists,Space Jam: A New Legacy (Original Motion Picture Soundtrack)
9,POLO G,Hall of Fame
10,DaVido,A Better Time
11,Burna Boy,Twice As Tall
12,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
13,Rexxie,A True Champion
14,Joeboy,Somewhere Between Beauty & Magic
15,Fireboy Dml,APOLLO
16,Lil Baby,The Voice of the Heroes
17,Balloranking,Zero Panic
18,Doja Cat,Planet Her (Deluxe)
19,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
20,Teni,WONDALAND
21,Don Toliver,Heaven Or Hell
22,Migos,Culture III
23,Show Dem Camp,The Palmwine Express
24,Various Artists,Budweiser (Remix)
25,Mayorkun,The Mayor of Lagos
26,Wizkid,Made In Lagos
27,M\u00e5neskin,Chosen
28,Wizkid,Ayo
29,Jon Bellion,The Human Condition
30,Justin Bieber,Justice
31,Lojay,LV N ATTN
32,Rod Wave,SoulFly
33,Central Cee,Wild West
34,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2
35,Bella Shmurda,High Tension
36,Duncan Mighty,Fully Loaded
37,Adekunle Gold,"Afro Pop, Vol. 1"
38,Peruzzi,Rum & Boogie
39,Darkoo,2 in 1
40,J. Cole,The Off-Season
41,24kgoldn,El Dorado
42,Hillsong Young & Free,All Of My Best Friends (Acoustic)
43,Maleek Berry,First Daze Of Winter
44,Olamide,Carpe Diem
45,Twenty One Pilots,Scaled And Icy
46,Nicki Minaj,Beam Me Up Scotty
47,Erigga,Before the Chaos-EP
48,NF,CLOUDS (THE MIXTAPE)
49,Elevation Worship,Old Church Basement
50,ZAYN,Nobody Is Listening
51,SAINt JHN,While The World Was Burning
52,King Von,Welcome to O'Block
53,Fireboy Dml,"Laughter, Tears & Goosebumps"
54,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
55,A\u1e63a,Bed of Stone
56,Juice Wrld,Death Race For Love
57,Dave,PSYCHODRAMA
58,Juice Wrld,Goodbye & Good Riddance
59,Kizz Daniel,No Bad Songz
60,Future,Future & Juice WRLD Present... WRLD ON DRUGS
61,Post Malone,beerbongs & bentleys
62,Olamide,Street OT
63,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack)
64,Qdot,Alagbe
65,SZA,SZA
66,Kendrick Lamar,To Pimp A Butterfly
67,Young Thug,Barter 6
68,Nasty C,Zulu Man With Some Power
69,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
70,G4 Boyz,Scam
71,CeCe Winans,Believe For It
72,Lil Durk,The Voice (Deluxe)
73,Westlife,Greatest Hits
74,Joyner Lucas,ADHD
75,Post Malone,Hollywood's Bleeding
76,Kiiwii,Rollings EP
77,Starboy,SoundMan Vol. 1
78,Chike,Boo of the Booless
79,Various Artists,Church Soul
80,Alh Basit Aponle Anobi,Tako Tabo
81,fun.,Some Nights
82,PV Idemudia,Worship Rise
83,Odunsi (The Engine),rare.
84,Various Artists,Hidden Figures: The Album
85,Ebenezer Obey,Je Ka Jo (Let Us Dance)
86,Michael W. Smith,"Still, Vol. 1"
87,Folabi Nuel,Hunger - From Our Heart to Yours (Live)
88,Logic,Confessions of a Dangerous Mind
89,Khalid,Suncity
90,Billie Eilish,dont smile at me
91,Post Malone,Stoney (Deluxe)
92,J. Cole,Friday Night Lights
93,Ebenezer Obey,Ebenezer Obey in London
94,Terri,Afro Series
95,Rodgers & Hammerstein,The Sound Of Music (50th Anniversary Edition)
96,CKay,CKay The First
97,Pop Smoke,Meet The Woo
98,Maher Zain,One
99,Nicki Minaj,Queen (Deluxe)
100,Tow'rs,The Great Minimum
