Position,artist,album
1,Dangbana Republik,High Tension 2.0
2,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
3,Lojay,LV N ATTN
4,Rexxie,A True Champion
5,Olamide,UY Scuti
6,DaVido,A Good Time
7,Jon Bellion,The Human Condition
8,Dave,PSYCHODRAMA
9,IDK,USEE4YOURSELF
10,Burna Boy,Twice As Tall
11,Wizkid,Made In Lagos
12,J Hus,Big Conspiracy
13,Wizkid,Ayo
14,Doja Cat,Planet Her (Deluxe)
15,J. Cole,The Off-Season
16,Ruger,PANDEMIC
17,The Cavemen.,ROOTS
18,Roddy Ricch,Please Excuse Me for Being Antisocial
19,Abra Cadabra,Product of My Environment
20,Rihanna,ANTI
21,Khalid,Free Spirit
22,Vince Staples,Vince Staples
23,Moses Bliss,Too Faithful
24,Blaqbonez,Sex Over Love
25,Justin Bieber,Justice
26,AJ Tracey,Flu Game
27,Adekunle Gold,"Afro Pop, Vol. 1"
28,Tems,For Broken Ears
29,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
30,Judikay,Man Of Galilee
31,Mannywellz,Mirage
32,Rema,Bad Commando
33,Central Cee,Wild West
34,J Hus,Common Sense
35,Starboy,SoundMan Vol. 1
36,MohBad,Light
37,amaarae,THE ANGEL YOU DON'T KNOW
38,Don Toliver,Heaven Or Hell
39,Barry Jhay,Barry Back
40,BadboyMarz,Mars
41,Emtee,LOGAN
42,Peruzzi,Rum & Boogie
43,Lil Durk,The Voice (Deluxe)
44,Internet money,B4 The Storm (Complete Edition)
45,Nasty C,Zulu Man With Some Power
46,Gunna,WUNNA (Deluxe)
47,POLO G,THE GOAT
48,Show Dem Camp,The Palmwine Express
49,Stormzy,Heavy Is The Head
50,Fireboy Dml,"Laughter, Tears & Goosebumps"
51,POLO G,Die A Legend
52,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
53,NF,Therapy Session
54,Sound Sultan,"Me, My Mouth & Eye"
55,A\u1e63a,Asa (Asha)
56,ABBA,ABBA Gold
57,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES
58,Mariah the Scientist,RY RY WORLD
59,"Tyler, The Creator",CALL ME IF YOU GET LOST
60,Kanye West,ye
61,Migos,Culture III
62,POLO G,Hall of Fame
63,Tom Odell,monsters
64,Lil Baby,The Voice of the Heroes
65,Jaye IV,Pay the Price
66,Lin-Manuel Miranda,In The Heights (Original Motion Picture Soundtrack)
67,Kodak Black,Haitian Boy Kodak
68,Dremo,Ea$t N We$t
69,Jaywillz,Love or the Word (EP)
70,Lil Tjay,Destined 2 Win
71,Runtown,SoundGod Fest Reloaded
72,24kgoldn,El Dorado
73,KCee,Cultural Praise
74,Koffee,Rapture EP
75,Teni,WONDALAND
76,Joeboy,Somewhere Between Beauty & Magic
77,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
78,Sound Sultan,8th Wondah
79,Pop Smoke,Meet The Woo 2
80,Lil Tjay,True 2 Myself
81,Post Malone,Hollywood's Bleeding
82,Burna Boy,African Giant
83,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack)
84,Khalid,American Teen
85,Migos,Culture
86,Sound Sultan,Out of the Box
87,The Weeknd,Starboy
88,Young M.A,Herstory in the Making
89,Machine Gun Kelly,Hotel Diablo
90,Carman,Remembering: Carman
91,On Pointe,Eclectic
92,Various Artists,High School Musical
93,Corizo,Chronicles of CORIZO
94,Elevation Worship,Old Church Basement
95,Kodak Black,Heart Break Kodak (HBK)
96,Tyga,Legendary
97,Ron Kenoly,Sing Out With One Voice (Live)
98,Wayne Shorter,Triple Best Of
99,Jesse Jagz,"Jagz Nation, Vol.1: Thy Nation Come"
100,Reggie,2 TIMES A GUY
