Position,artist,album
1,Migos,Culture III
2,POLO G,Hall of Fame
3,Lojay,LV N ATTN
4,Maroon 5,JORDI (Deluxe)
5,Lil Baby,The Voice of the Heroes
6,Ruger,PANDEMIC
7,Joeboy,Somewhere Between Beauty & Magic
8,J. Cole,The Off-Season
9,DaVido,A Better Time
10,Wizkid,Made In Lagos
11,DJ Khaled,KHALED KHALED
12,Kodak Black,Happy Birthday Kodak
13,Lil Tjay,Destined 2 Win
14,Fireboy Dml,APOLLO
15,Dax,I'll Say It For You
16,Mercy Chinwo,SATISFIED
17,Jon Bellion,The Human Condition
18,Wizkid,Ayo
19,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
20,Wizkid,Superstar
21,A\u1e63a,Asa (Asha)
22,Erigga,Before the Chaos-EP
23,Blaqbonez,Sex Over Love
24,Elevation Worship,Old Church Basement
25,Abra Cadabra,Product of My Environment
26,Ajebutter22 and BOJ,Make E No Cause Fight
27,NSG,Roots
28,Fireboy Dml,"Laughter, Tears & Goosebumps"
29,J Hus,Big Conspiracy
30,Burna Boy,African Giant
31,XXXTentacion,? (Deluxe)
32,J. Cole,4 Your Eyez Only
33,Erigga,The Erigma II
34,Lecrae,Gravity
35,Labrinth,Euphoria (Original Score from the HBO Series)
36,Pa Salieu,Send Them To Coventry
37,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
38,Joyner Lucas,ADHD
39,XXXTentacion,?
40,Post Malone,Hollywood's Bleeding
41,Powfu,drinking under the streetlights
42,Joyner Lucas,Evolution
43,amaarae,THE ANGEL YOU DON'T KNOW
44,Burna Boy,Twice As Tall
45,Kaash Paige,Teenage Fever
46,Olamide,YBNL
47,Brymo,Yellow
48,The Weeknd,After Hours
49,Chike,Boo of the Booless
50,Yung Bleu,Investments 6
51,NF,The Search
52,DaVido,Best Of Davido
53,Jeremih,Late Nights: The Album
54,Chief Stephen Osita Osadebe,Kedu America
55,Various Artists,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)
56,J. Cole,2014 Forest Hills Drive
57,Offset,FATHER OF 4
58,Various Artists,Let It Shine (Original Soundtrack)
59,Lil Wayne,Tha Carter IV (Explicit Version)
60,Jay-Z,Watch The Throne (Deluxe)
61,Kanye West,My Beautiful Dark Twisted Fantasy
62,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
63,G4 Boyz,Scam
64,Todd Dulaney,Anthems & Glory (Live)
65,Young Stoner Life,Slime Language 2
66,KCee,Cultural Praise
67,Jon Bellion,Glory Sound Prep
68,Justin Bieber,Justice
69,Teni,WONDALAND
70,Crayon,Twelve A.M
71,Pink Sweat$,PINK PLANET
72,Eminem,Music To Be Murdered By - Side B (Deluxe Edition)
73,Travis Scott,ASTROWORLD
74,Olamide,Carpe Diem
75,The Cavemen.,ROOTS
76,Nasty C,Strings And Bling
77,Drake,Dark Lane Demo Tapes
78,Omah lay,Get Layd
79,Bella Shmurda,High Tension
80,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack)
81,Jaden,SYRE
82,Ajebutter22,What Happens in Lagos
83,Travis Greene,Crossover: Live From Music City
84,Khalid,American Teen
85,Juice Wrld,Death Race For Love
86,James Arthur,Back from the Edge
87,"Sidney Sussex College Choir, Cambridge",Hymns Ancient & Modern
88,X Ambassadors,VHS 2.0
89,Iann Dior,nothings ever good enough
90,Pop Smoke,Meet The Woo
91,Gabzy,Malone
92,A\u1e63a,Bed of Stone
93,M.I,Mi2 the Movie
94,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
95,Run The World,Run The World
96,Fourplay,Silver
97,Lil Mosey,Northsbest (Extended)
98,Andrea Bocelli,Opera - The Ultimate Collection
99,Augie March,Strange Bird
100,Prezzy Krane,Only If You Knew
